id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,name,platforms/0/id,platforms/0/name,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,franchises/1/id,franchises/1/name,rating,rating_count,themes/1/id,themes/1/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,platforms/1/id,platforms/1/name,genres/3/id,genres/3/name,platforms/2/id,platforms/2/name,themes/2/id,themes/2/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,game_modes/2/id,game_modes/2/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,platforms/3/id,platforms/3/name,themes/3/id,themes/3/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,game_modes/3/id,game_modes/3/name,game_modes/4/id,game_modes/4/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,platforms/9/id,platforms/9/name,themes/4/id,themes/4/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,franchises/6/id,franchises/6/name,genres/4/id,genres/4/name,genres/5/id,genres/5/name,franchises/7/id,franchises/7/name,themes/5/id,themes/5/name
44485,0,,,2133,Nendoroid,1,Single player,,,12,Role-playing (RPG),,,,,78,anime,1026,role playing,1075,crossover,9521,nendoroid,,,,,,,,,,,,,,,Nendoroid Generation,38,PlayStation Portable,19404,Eador: Imperium,19567,Twin Saga,27209,SINoALICE,28010,God Eater 3,28309,Tanzia,29348,Weapon Shop Fantasy,55199,Dragon: Marked for Death,57296,White Cat Project,57372,SoulWorker,79255,Naruto Mobile,41,"4X (explore, expand, exploit, and exterminate)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38396,0,5177,Dragon Ball Z: Super Gokuden,56,Dragon Ball,1,Single player,,,12,Role-playing (RPG),,,,,78,anime,296,fantasy,1026,role playing,4141,games based on anime,4142,licensed game,6088,villain turned good,6093,ki,7546,dragon balls,9374,reluctant hero,13593,saiyan space pod,25265,japan only,Dragon Ball Z: Super Goku-den - Totsugeki-hen,58,Super Famicom,27092,GreedFall,27209,SINoALICE,28309,Tanzia,30245,Wanderlust Adventures,36198,Children of Morta,37599,Dragon Ball Z: Idainaru Son Goku Densetsu,54775,Shadows: Awakening,55199,Dragon: Marked for Death,57296,White Cat Project,80916,Omensight,1,Action,,,,,,,29745,fan translation - english,31164,supported language - japanese,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37810,11,656,Momotaro Dentetsu,3317,Momotaro Densetsu,1,Single player,,,15,Strategy,26,Quiz/Trivia,35,Card & Board Game,994,management,2601,trivia,4139,trivia/board game,4269,nintendo power,25316,handheld port,,,,,,,,,,,,,Super Momotaro Dentetsu II,33,Game Boy,13196,Tears of Avia,28472,Jeopardy!,31515,Another Brick in the Mall,36346,TransOcean: The Shipping Company,37923,Momotaro Dentetsu Happy,38068,Super Momotaro Dentetsu,38344,Super Momotaro Dentetsu DX,55036,Anno 1800,64414,Momotaro Dentetsu Jr.: Zenkoku Ramen Meguri no Maki,68045,Cosmic Consensus,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32294,11,987,Disgaea,2054,Disgaea,1,Single player,,,12,Role-playing (RPG),16,Turn-based strategy (TBS),24,Tactical,78,anime,175,demon,1548,turn-based tactics,2163,underworld,2262,anime-based,2590,tactical rpg ( trpg ),2639,srpg,3126,based on an anime,,,,,,,Disgaea 2 PC,3,Linux,13196,Tears of Avia,19164,Borderlands 3,27209,SINoALICE,28010,God Eater 3,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,106987,Torchlight III,115653,Pokémon Shield,119171,Baldur's Gate 3,1,Action,,,79.4734259285904,7,17,Fantasy,,,,,,,,,,,,,6,PC (Microsoft Windows),31,Adventure,14,Mac,27,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74394,0,,,433,Willow,1,Single player,2,Multiplayer,8,Platform,,,,,1286,based on a movie,,,,,,,,,,,,,,,,,,,,,Willow,52,Arcade,28070,Planet Alpha,29032,Pepper Grinder,49414,Oriental Blue,68582,Dark Devotion,81551,The Apprentice,99118,Dragalia Lost,110503,Degrees of Separation,111187,Eve: Echoes,112091,Doraemon: Nobita no Getsumen Tansa-ki,120184,SolSeraph,17,Fantasy,,,74.99752621269819,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61291,0,6941,Teenage Mutant Ninja Turtles (2014),77,Teenage Mutant Ninja Turtles,1,Single player,,,13,Simulator,,,,,14,super hero,61,martial arts,164,ninja,451,augmented reality,1375,freeware,2069,pizza,2233,motion controls,2387,superhero,2679,katana,2759,turtle,3540,comic book,Teenage Mutant Ninja Turtles: Training Lair,12,Xbox 360,17130,Unclaimed World,19085,Shadow Tactics: Blades of the Shogun,19565,Marvel's Spider-Man,25311,Star Control: Origins,26950,Marvel's Avengers,36553,Medieval Kingdom Wars,37419,Dude Simulator,72605,Ultraman Fighting Evolution 3,105269,Gene Rain,107169,Neon Sword,1,Action,,,,,18,Science fiction,3776,shuriken,4533,bō,4815,advergames,4824,games based on movies based on comics,5035,sai,5348,kinect support,,,,,,,,,5656,facebook connectivity,7041,in-game advertising,10560,kama,10897,kinect required,28250,michael bay,28314,tmnt 2014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
61095,0,206,Rayman,994,Rayman,1,Single player,,,9,Puzzle,,,,,23124,obscure,23125,rayman,,,,,,,,,,,,,,,,,,,Rayman Garden,55,Legacy Mobile Device,28070,Planet Alpha,49414,Oriental Blue,87507,Whirly Word HD,95776,Turn It On!,96200,The Spiral Scouts,99118,Dragalia Lost,106820,Rayman Bowling,106992,A Fisherman's Tale,110503,Degrees of Separation,111187,Eve: Echoes,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60406,0,725,Taiko no Tatsujin,2138,taiko no tatsujin,1,Single player,,,7,Music,12,Role-playing (RPG),,,168,rhythm,25289,taiko no tatsujin,,,,,,,,,,,,,,,,,,,Taiko no Tatsujin: Rhythmic Adventure 1,37,Nintendo 3DS,5679,Theatrhythm Final Fantasy: Curtain Call,11711,The Idolmaster: Cinderella Girls - Starlight Stage,19164,Borderlands 3,50786,"Barkley, Shut Up and Jam: Gaiden",56036,Legends of Aria,99118,Dragalia Lost,105049,Remnant: From the Ashes,119412,The Longest Game Ever 2,138266,DMX Presents: Unnecessary Hypeman Hero,217556,Theatrhythm: Final Bar Line,27,Comedy,,,,,,,,,,,,,,,,,,,130,Nintendo Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43218,0,602,Dance Dance Revolution,1651,BEMANI,1,Single player,2,Multiplayer,7,Music,33,Arcade,,,1699,dancing,1950,electronic music,2152,high score,4137,music/rhythm,4161,jump,4211,party games,4359,polygonal 3d,4438,motion control,4958,game over,5029,difficulty level,5042,s-rank,Dance Dance Revolution X2,8,PlayStation 2,3679,Dance Dance Revolution,6779,Dance Dance Revolution SuperNOVA,6780,Dance Dance Revolution SuperNOVA 2,6955,Dance Dance Revolution Universe 3,18981,Audioshield,43680,Dance Dance Revolution EXTREME,44711,DDRMAX2: Dance Dance Revolution,44796,Dance Dance Revolution Disney Mix,63933,EZ2ON,73042,Dance Dance Revolution X,40,Party,,,,,,,5189,musical peripherals,5354,combo,9331,j-pop,12549,full combo,12853,dance mat,,,52,Arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67194,0,550,Dynasty Warriors,907,Dynasty Warriors,1,Single player,,,12,Role-playing (RPG),25,Hack and slash/Beat 'em up,,,92,free to play ( f2p ),,,,,,,,,,,,,,,,,,,,,Dynasty Warriors: Unleashed,34,Android,25636,Nights of Azure 2: Bride of the New Moon,34155,The Black Death,54775,Shadows: Awakening,57372,SoulWorker,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,105049,Remnant: From the Ashes,106987,Torchlight III,113109,Marvel Ultimate Alliance 3: The Black Order,113636,Rangers of Oblivion,1,Action,,,,,22,Historical,,,,,,,,,,,,,39,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40837,0,,,1951,Atari,1,Single player,,,8,Platform,31,Adventure,,,1027,adventure,,,,,,,,,,,,,,,,,,,,,Gordo 106,61,Atari Lynx,20342,Toby: The Secret Mine,28070,Planet Alpha,28309,Tanzia,29032,Pepper Grinder,35994,Survivalist,87622,Garena Free Fire,96217,Eternity: The Last Unicorn,105049,Remnant: From the Ashes,106987,Torchlight III,111130,Apsulov: End of Gods,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43721,12,,,2595,Arena Football League,1,Single player,2,Multiplayer,14,Sport,33,Arcade,,,32,american football,922,arena football,1682,spin-off,4142,licensed game,10448,dreamcast,21344,nfl blitz™,27982,cancelled port,28021,nfl competitor league,28022,kurt warner,,,,,Kurt Warner's Arena Football Unleashed,7,PlayStation,701,FIFA Soccer 2002: Major League Soccer,15851,Score! Hero,38967,Cooking Simulator,102122,Madden NFL 19,102805,WWE 2K19,103218,NBA 2K19,114286,Madden NFL 20,114287,FIFA 20,116353,Real Football 2019,121036,Hot Shot Burn,32,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45136,0,106,The Legend of Zelda,596,The Legend of Zelda,1,Single player,,,31,Adventure,,,,,2209,zelda,6820,master sword,6823,hylian shield,23793,the legend of zelda,29809,link - the hero of the skies incarnation (zelda character),29825,zelda - skyward sword incarnation (zelda character),29826,master sword (zelda item),29827,hylian shield (zelda item),,,,,,,The Legend of Zelda: Skyward Sword Collector's Edition,5,Wii,28010,God Eater 3,28070,Planet Alpha,55038,Immortal: Unchained,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,101608,Anima: Gate of Memories - The Nameless Chronicles,103303,The Elder Scrolls: Blades,106987,Torchlight III,113360,Hytale,1,Action,,,,,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49719,0,7566,Momotaro Matsuri,3317,Momotaro Densetsu,1,Single player,,,12,Role-playing (RPG),35,Card & Board Game,,,1026,role playing,,,,,,,,,,,,,,,,,,,,,Momotaro Matsuri,24,Game Boy Advance,7615,Might & Magic Heroes VII,19404,Eador: Imperium,49414,Oriental Blue,55199,Dragon: Marked for Death,69007,AION: Legions of War,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,106987,Torchlight III,113910,Forged Fantasy,115653,Pokémon Shield,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65036,5,,,756,Metroid,1,Single player,,,5,Shooter,8,Platform,,,1034,mod,1147,fan made,2004,unofficial,10101,metroid,16696,rom hack,23966,romhack,26906,retroachievements,,,,,,,,,Metroid: Rogue Dawn,18,Nintendo Entertainment System,28070,Planet Alpha,55038,Immortal: Unchained,55042,Blazing Chrome,57187,Crackle Cradle,68286,Earth Defense Force: Iron Rain,103301,Wolfenstein: Youngblood,105049,Remnant: From the Ashes,105269,Gene Rain,107318,Rebel Galaxy Outlaw,113362,PlanetSide Arena,1,Action,,,,,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64407,11,7566,Momotaro Matsuri,3317,Momotaro Densetsu,1,Single player,,,12,Role-playing (RPG),,,,,1026,role playing,,,,,,,,,,,,,,,,,,,,,Momotaro Matsuri: Ishikawa Rokuemon no Maki,7,PlayStation,19127,Monster Hero,19404,Eador: Imperium,22790,Project Awakening,49414,Oriental Blue,55199,Dragon: Marked for Death,69007,AION: Legions of War,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,113636,Rangers of Oblivion,113910,Forged Fantasy,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43620,0,211,Wizardry,73,Wizardry,1,Single player,,,12,Role-playing (RPG),,,,,478,rpg,1026,role playing,,,,,,,,,,,,,,,,,,,Wizardry: Tale of the Forsaken Land,8,PlayStation 2,7615,Might & Magic Heroes VII,19404,Eador: Imperium,49414,Oriental Blue,55199,Dragon: Marked for Death,69007,AION: Legions of War,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,106987,Torchlight III,113910,Forged Fantasy,115653,Pokémon Shield,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50672,0,6914,Build-A-Bear Workshop,2606,Build-A-Bear Workshop,1,Single player,,,31,Adventure,,,,,274,minigames,2219,bear,,,,,,,,,,,,,,,,,,,Build-A-Bear Workshop: Friendship Valley,5,Wii,17480,Eastshade,25877,"Pokémon: Let's Go, Pikachu!",26574,Force of Nature,37382,Pokémon Sword,81249,The Elder Scrolls VI,102873,"Pokémon: Let's Go, Eevee!",103303,The Elder Scrolls: Blades,113111,Far Cry New Dawn,114145,Ben 10: Battle Ready,115653,Pokémon Shield,35,Kids,,,,,38,Open world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53259,10,1403,Knights of Pen and Paper,1266,Pen & Paper,1,Single player,,,12,Role-playing (RPG),15,Strategy,16,Turn-based strategy (TBS),126,retro,226,magic,413,parody,720,dungeon crawl,891,pixel,,,,,,,,,,,,,Knights of Pen & Paper: +1 Deluxier Edition,3,Linux,13196,Tears of Avia,19404,Eador: Imperium,25311,Star Control: Origins,28182,Reverse Crawl,96217,Eternity: The Last Unicorn,102420,Dicey Dungeons,106987,Torchlight III,109339,CHANGE: A Homeless Survival Experience,113402,Dungeon Of Dragon Knight,115653,Pokémon Shield,17,Fantasy,,,58.3268510842004,5,,,,,,,,,,,,,,,6,PC (Microsoft Windows),31,Adventure,14,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,PlayStation 4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,Xbox One,130,Nintendo Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Indie,35,Card & Board Game,,,,
45508,10,65,Castlevania,895,Castlevania,1,Single player,,,8,Platform,12,Role-playing (RPG),31,Adventure,226,magic,296,fantasy,477,metroidvania,586,castlevania,1026,role playing,1120,horror,1288,dracula,1836,survival horror,2049,platformer,4161,jump,4219,hammer,Akumajou Dracula X: Gekka no Yasoukyoku,32,Sega Saturn,10760,Bloodstained: Ritual of the Night,19150,Vagante,22387,Legrand Legacy,24426,Forgotton Anne,27092,GreedFall,28168,Code Vein,36198,Children of Morta,55038,Immortal: Unchained,55199,Dragon: Marked for Death,56033,Dream Alone,1,Action,,,,,17,Fantasy,4403,pop culture reference,4465,deliberately retro,4488,cults,5748,mods,5805,barrel throwing enemy,6137,linear gameplay,,,,,,,19,Horror,7461,spell,8882,holy water,28887,vampire killer whip,28889,richter belmont,28890,dracula's castle,28891,alucard,,,,,,,,,,,31520,adrian farenheight tepes 'alucard' - castlevania,31521,vlad tepes 'count dracula' - castlevania,31524,maria renard - castlevania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45616,0,8190,Magical Taluluto-kun,3250,Magical Taluluto,1,Single player,,,8,Platform,31,Adventure,,,78,anime,166,shoot 'em up,226,magic,2648,based on a manga,22803,magical,33882,taruruto,33883,takoyaki,,,,,,,,,Magical Taluluto-kun,29,Sega Mega Drive/Genesis,24426,Forgotton Anne,28010,God Eater 3,28070,Planet Alpha,29032,Pepper Grinder,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,106987,Torchlight III,113360,Hytale,1,Action,,,,,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
