id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,name,platforms/0/id,platforms/0/name,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,franchises/1/id,franchises/1/name,rating,rating_count,themes/1/id,themes/1/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,platforms/1/id,platforms/1/name,genres/3/id,genres/3/name,platforms/2/id,platforms/2/name,themes/2/id,themes/2/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,game_modes/2/id,game_modes/2/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,platforms/3/id,platforms/3/name,themes/3/id,themes/3/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,game_modes/3/id,game_modes/3/name,game_modes/4/id,game_modes/4/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,platforms/9/id,platforms/9/name,themes/4/id,themes/4/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,franchises/6/id,franchises/6/name,genres/4/id,genres/4/name,genres/5/id,genres/5/name,franchises/7/id,franchises/7/name,themes/5/id,themes/5/name
45963,0,2093,Touhou Project,780,Touhou Project,1,Single player,,,5,Shooter,32,Indie,,,78,anime,117,indie,166,shoot 'em up,226,magic,296,fantasy,911,bullet hell,1313,multiple endings,2564,youkai,3143,maid,3347,touhou,3486,boss fight,Touhou Kaikidan: Mystic Square,149,PC-98,18869,Mages of Mystralia,19150,Vagante,22387,Legrand Legacy,24426,Forgotton Anne,36198,Children of Morta,45964,Touhou Gensoukyou: Lotus Land Story,45965,Touhou Yumejikuu: Phantasmagoria of Dim. Dream,45966,Touhou Fuumaroku: The Story of Eastern Wonderland,47823,Citadel: Forged With Fire,96217,Eternity: The Last Unicorn,1,Action,,,79.9128330556756,11,17,Fantasy,5029,difficulty level,5722,auto-scrolling levels,8928,smart bomb,8929,shrine maiden,11013,mystic square,11014,touhou 05,,,,,,,,,11015,kaikidan,12216,double trouble,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
66659,11,602,Dance Dance Revolution,1651,BEMANI,1,Single player,2,Multiplayer,7,Music,9,Puzzle,33,Arcade,777,fitness,965,rythmic,1699,dancing,2152,high score,4137,music/rhythm,12853,dance mat,24225,multiple songs,,,,,,,,,Dance Dance Revolution USA,52,Arcade,18981,Audioshield,25905,Winds of Revenge,63933,EZ2ON,73426,Dance Dance Revolution 3rdMIX,79708,Dance Dance Revolution 4thMIX,90788,Munchkin Match,98239,Dance Dance Revolution X3 VS 2ndMIX,128003,Dance Dance Revolution STR!KE,135509,Dance Dance Revolution Solo BASS MIX,135510,Dance Dance Revolution Solo 2000,40,Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
77458,3,,,79,tetris,1,Single player,2,Multiplayer,8,Platform,9,Puzzle,,,296,fantasy,960,compilation,2049,platformer,2875,puzzle,,,,,,,,,,,,,,,2 Hits Pack: Sonic Forces/Puyo Puyo Tetris,130,Nintendo Switch,8255,Trine 3: The Artifacts of Power,19241,Unravel Two,20342,Toby: The Secret Mine,24426,Forgotton Anne,55173,Semblance,55190,Pikuniku,56033,Dream Alone,60044,Injection,77529,Etherborn,89597,Unbound: Worlds Apart,1,Action,457,Sonic The Hedgehog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1800,Puyo Puyo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
67371,0,512,Shinobi,1778,Shinobi,1,Single player,,,8,Platform,,,,,2152,high score,4161,jump,5451,cover system,9315,parallax scrolling,10008,loner,,,,,,,,,,,,,The G.G. Shinobi,35,Sega Game Gear,19164,Borderlands 3,28070,Planet Alpha,29032,Pepper Grinder,54775,Shadows: Awakening,68582,Dark Devotion,96217,Eternity: The Last Unicorn,106987,Torchlight III,110503,Degrees of Separation,113360,Hytale,120184,SolSeraph,1,Action,,,,,17,Fantasy,,,,,,,,,,,,,,,,,,,22,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65671,0,2998,B-Daman,799,Bomberman,1,Single player,,,12,Role-playing (RPG),,,,,1026,role playing,,,,,,,,,,,,,,,,,,,,,B B-Daman Bakugaiden V: Final Mega Tune,22,Game Boy Color,19404,Eador: Imperium,22790,Project Awakening,49414,Oriental Blue,55199,Dragon: Marked for Death,69007,AION: Legions of War,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,113636,Rangers of Oblivion,113910,Forged Fantasy,115653,Pokémon Shield,17,Fantasy,3239,B-Daman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42680,0,1532,Science Adventure,842,Steins;Gate,1,Single player,,,34,Visual Novel,,,,,170,time travel,,,,,,,,,,,,,,,,,,,,,Steins;Gate Limited Edition,9,PlayStation 3,75146,Aurora Memoria: Philosophical Data Session 2093,89550,Zoids Wild: Blast Unleashed,92919,Eliza,111187,Eve: Echoes,141753,Intergalactic Ambassador,159335,"One Shot in the Dark, Now I'm Dead.",176773,Holoscope: Another Day Another Data,198365,Horobi Kuchiru Sekai ni Tsuioku no Hanataba wo,204489,Time Travel,229003,Skelter+Heaven,18,Science fiction,,,,,,,,,,,,,,,,,,,46,PlayStation Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47680,0,4866,WinBack,2095,WinBack,1,Single player,,,5,Shooter,15,Strategy,,,1,modern warfare,1025,shooter,1219,espionage,1313,multiple endings,2898,action game,3782,strategy,4035,machine gun,4183,crate,4259,modern military,4414,computer,4525,third-person perspective,WinBack: Covert Operations,4,Nintendo 64,564,Rogue Warrior,8422,Breach & Clear,17379,Miscreated,18088,Insurgency: Sandstorm,26574,Force of Nature,28751,Black Squad,36553,Medieval Kingdom Wars,57288,MaskGun,58075,Girls' Frontline,68286,Earth Defense Force: Iron Rain,1,Action,,,67.0015616866216,5,,,4571,shotgun,4892,crosshair,5436,cheat code,5437,konami code,5451,cover system,5466,terrorists,8,PlayStation 2,,,,,,,5813,ski mask,6237,chest-high walls,6624,silencer,6628,laser sight,9893,ps2 classics,11141,saving the president,,,,,,,,,,,13119,e3 1999,13120,e3 1998,13951,playstation underground,22706,winback: covert operations,22707,winback: covert operations game,26191,nintendo switch online,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64335,10,549,Bomberman,753,Milon's Secret Castle,1,Single player,2,Multiplayer,33,Arcade,,,,,1075,crossover,2875,puzzle,3459,kabuki,3831,explosion,4350,bomb,,,,,,,,,,,,,Hi-Ten Chara Bom,52,Arcade,15851,Score! Hero,20342,Toby: The Secret Mine,43367,Rico,55190,Pikuniku,56033,Dream Alone,60044,Injection,87728,Pigeon Pop,103369,KILL la KILL: IF,112078,Sky Gamblers: Storm Raiders 2,121036,Hot Shot Burn,1,Action,799,Bomberman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3317,Momotaro Densetsu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41030,0,18,Assassin's Creed,571,Assassin's Creed,1,Single player,,,13,Simulator,,,,,151,medieval,606,resource management,1607,base management,,,,,,,,,,,,,,,,,Assassin's Creed: Rebellion,34,Android,3067,Knights and Merchants: The Shattered Kingdom,9243,Life is Feudal: Your Own,18623,Villagers,23345,Life is Feudal: Forest Village,26940,The Banner Saga 3,36553,Medieval Kingdom Wars,55036,Anno 1800,79134,Ancient Cities,102163,Dawn of Man,112191,Epic Seven,17,Fantasy,,,60.2112307246708,5,22,Historical,,,,,,,,,,,,,39,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41320,0,7670,Super Lode Runner,3292,Lode Runner,1,Single player,,,8,Platform,9,Puzzle,,,575,robots,1495,abstract,2049,platformer,2875,puzzle,4130,gold,4476,digging,,,,,,,,,,,Super Lode Runner,51,Family Computer Disk System,19917,Fru,20342,Toby: The Secret Mine,24426,Forgotton Anne,28070,Planet Alpha,55173,Semblance,55190,Pikuniku,56033,Dream Alone,60044,Injection,77529,Etherborn,89597,Unbound: Worlds Apart,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63754,0,3406,Densha de Go!,2440,Densha de go,1,Single player,,,13,Simulator,,,,,1148,simulation,4146,train,4147,rail track,,,,,,,,,,,,,,,,,Kisha de GO!,6,PC (Microsoft Windows),9910,Industry Giant,18623,Villagers,31515,Another Brick in the Mall,32457,Hardware Engineers,36346,TransOcean: The Shipping Company,55590,Mashinky,63706,Densha de GO! 3 Tsuukinhen,72000,Densha de Go! Nagoya Railroad,78575,Densha de GO! Professional,79442,Densha de GO! Ryojou-hen,32,Non-fiction,,,,,,,,,,,,,,,,,,,7,PlayStation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63499,0,6936,Teenage Mutant Ninja Turtles (2012),77,Teenage Mutant Ninja Turtles,1,Single player,,,8,Platform,25,Hack and slash/Beat 'em up,33,Arcade,61,martial arts,164,ninja,262,amazon,588,android,690,nickelodeon,970,sci-fi,982,brawler,1163,ios,1322,mutants,1508,mobile,2049,platformer,Teenage Mutant Ninja Turtles: Rooftop Run,34,Android,14704,Rise of Incarnates,17130,Unclaimed World,19150,Vagante,55173,Semblance,55190,Pikuniku,56033,Dream Alone,57187,Crackle Cradle,58114,Exception,59086,Teenage Mutant Ninja Turtles: Portal Power,78281,Teenage Mutant Ninja Turtles: Mutant Rumble,1,Action,,,90,0,18,Science fiction,2679,katana,2759,turtle,2962,alien invasion,3540,comic book,4134,digital distribution,4162,anthropomorphism,39,iOS,,,,,,,4533,bō,4539,foot clan,5034,the kraang,5035,sai,5036,nunchaku,18163,infinite runner,,,,,,,,,,,28175,tmnt 2012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41296,10,4611,Excitebike,1793,Excite,1,Single player,2,Multiplayer,10,Racing,14,Sport,,,9196,excitebike,26191,nintendo switch online,30472,nintendo vs. system,30490,wii u virtual console,30539,excitebiker (character),,,,,,,,,,,,,Vs. Excitebike,41,Wii U,47161,Drift 19,87673,Nippon Marathon,110411,DiRT Rally 2.0,114285,NBA 2K20,114286,Madden NFL 20,114287,FIFA 20,118871,GRID,119161,Need for Speed Heat,119422,eFootball PES 2020,120126,MXGP 2019 - The Official Motocross Videogame,1,Action,,,70,1,32,Non-fiction,,,,,,,,,,,,,51,Family Computer Disk System,,,52,Arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,Nintendo Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44614,10,489,The House of The Dead,1069,House of the Dead,1,Single player,2,Multiplayer,5,Shooter,33,Arcade,,,5,zombies,9114,grindhouse,21477,the house of the dead: overkill™ – extended cut,21478,the house of the dead:,,,,,,,,,,,,,,,The House of the Dead: Overkill Extended Cut,9,PlayStation 3,520,F.E.A.R. 2: Project Origin,13210,How to Survive 2,43367,Rico,44076,Last Day on Earth: Survival,75242,Blood & Truth,102584,Dying Light 2: Stay Human,105049,Remnant: From the Ashes,109550,Silver Chains,111130,Apsulov: End of Gods,134305,The House of the Dead: Overkill - The Lost Reels,1,Action,,,,,19,Horror,,,,,,,,,,,,,,,,,,,20,Thriller,,,,,,,,,,,,,,,,,,,,,3,Co-operative,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
64847,0,,,3686,Waterworld,1,Single player,,,11,Real Time Strategy (RTS),15,Strategy,,,69,post-apocalyptic,970,sci-fi,1098,water,1286,based on a movie,1471,real-time strategy,4440,aquatic,5751,live-action cutscene,,,,,,,,,Waterworld: The Quest for Dry Land,6,PC (Microsoft Windows),8773,Homeworld: Remastered Collection,9789,RimWorld,11582,Stellaris,11666,Ashes of the Singularity,13200,Planetbase,16806,Distant Worlds: Universe,17130,Unclaimed World,24620,Polaris Sector,31253,reconquest,55029,Age of Empires IV,18,Science fiction,,,,,,,,,,,,,,,,,,,13,DOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
63748,0,2986,Disney,26,Disney,1,Single player,,,2,Point-and-click,31,Adventure,,,2760,family friendly,4142,licensed game,4181,company name in title,4483,games for girls,12968,dgamer,13076,e3 2008,,,,,,,,,,,Disney Fairies: Hidden Treasures,6,PC (Microsoft Windows),13189,Masochisia,18011,Rusty Lake Hotel,18992,Tales from Paradise Park,25222,Rusty Lake: Roots,27725,The Room: Old Sins,47790,Disney Fairies: Tinker Bell and the Lost Treasure,78718,Disney Fairies: Tinker Bell,81275,Unforeseen Incidents,114145,Ben 10: Battle Ready,121450,Uncharted Tides: Port Royal,35,Kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41420,10,6155,Wrecking Crew,845,Mario,1,Single player,2,Multiplayer,8,Platform,9,Puzzle,31,Adventure,296,fantasy,350,comedy,594,fire,966,puzzles,1507,rock,1705,pixel art,1898,easter egg,2363,eggplant,2450,glitch,2875,puzzle,2992,no jumping,Wrecking Crew,5,Wii,358,Super Mario Bros.,2395,Wreckin Crew,15409,Folk Tale,16992,Human: Fall Flat,20329,Figment,22387,Legrand Legacy,24426,Forgotton Anne,55173,Semblance,55190,Pikuniku,56033,Dream Alone,1,Action,,,65.6671157157514,19,27,Comedy,3922,brick,4134,digital distribution,4162,anthropomorphism,4164,bonus stage,4169,male protagonists,4218,coin,18,Nintendo Entertainment System,33,Arcade,24,Game Boy Advance,,,4219,hammer,4288,palette swap,4289,extra life,4300,pictographic level design,4302,fireball,4317,ladder,,,,,,,,,,,4350,bomb,4393,explosives,4418,door,4522,virtual console,4523,launch titles,4880,barrel,4989,in-game map editor,4997,unbeatable enemy,5109,reward sound,5119,column,5171,mustache,5208,lives,5442,wraparound world,5672,sidekick,5753,wrench,37,Nintendo 3DS,,,6018,disk writer exclusive,7159,multiplier,8894,partners,8963,maneki neko,9197,eggplant man,11748,recurring between-level bonus round,11920,golden hammer,12884,gotcha wrench,15193,nintendo 3ds ambassador program,26191,nintendo switch online,27629,wii virtual console,29622,luigi as a playable character,30367,nintendo 3ds virtual console,30490,wii u virtual console,31143,pixel art on cover,31144,nes launch titles - north america,31849,foreman spike - mario character,,,,,,,,,,,,,,,,,41,Wii U,51,Family Computer Disk System,99,Family Computer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44667,10,323,Gran Turismo,2154,Gran Turismo,1,Single player,2,Multiplayer,10,Racing,13,Simulator,,,484,racing,1692,rally racing,8281,sports car,16436,citroën c4 concept car,26053,kazunori yamauchi,26056,car show,26059,nissan gt-r concept '01,26072,derby racing,26073,cross country racing,,,,,Gran Turismo 5: Academy Edition,9,PlayStation 3,1604,Gran Turismo 4 Prologue,20426,Gran Turismo,27378,RISE: Race The Future,38967,Cooking Simulator,44178,Drive Isle,78511,Forza Motorsport,101006,Gran Turismo 7,110411,DiRT Rally 2.0,116667,F1 2019,118871,GRID,32,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Split screen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39048,11,2265,Ghosts 'n Goblins,633,Ghosts 'n Goblins,1,Single player,,,8,Platform,31,Adventure,,,16,ghosts,296,fantasy,1120,horror,2045,love,3079,8-bit,3831,explosion,4134,digital distribution,4161,jump,4179,throwing weapons,4349,broken english,4460,armor,Ghosts 'n Goblins,5,Wii,18020,Visage,19150,Vagante,22387,Legrand Legacy,25646,Don't Knock Twice,36198,Children of Morta,55173,Semblance,55190,Pikuniku,56033,Dream Alone,111130,Apsulov: End of Gods,114455,Pacify,1,Action,,,62.2440767828824,7,19,Horror,4506,destructible clothing,4866,slashing weapons,5120,tombstone,5436,cheat code,5501,meat,6160,segmented creature,18,Nintendo Entertainment System,,,37,Nintendo 3DS,,,6515,boxer shorts,7291,blue devil,9415,groundhog day scenario,9947,yashichi,26191,nintendo switch online,27629,wii virtual console,,,,,,,,,,,30367,nintendo 3ds virtual console,30490,wii u virtual console,,,,,,,,,,,,,,,,,,,,,,,,,,,41,Wii U,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58136,8,1093,Chex Quest,1772,Chex,1,Single player,4,Split screen,5,Shooter,32,Indie,33,Arcade,3,aliens,301,health,350,comedy,453,first person shooter,970,sci-fi,1375,freeware,4131,unreal engine 4,4183,crate,4815,advergames,6480,cereal,8183,oxygen tank,Chex Quest HD,6,PC (Microsoft Windows),17446,Battalion 1944,19164,Borderlands 3,21326,Fragmented,21564,Into the Stars,43367,Rico,55038,Immortal: Unchained,55042,Blazing Chrome,68286,Earth Defense Force: Iron Rain,105269,Gene Rain,107318,Rebel Galaxy Outlaw,1,Action,,,,,18,Science fiction,8956,games based on food products,,,,,,,,,,,14,Mac,,,130,Nintendo Switch,27,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
