id,category,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,genres/0/id,genres/0/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,name,platforms/0/id,platforms/0/name,platforms/1/id,platforms/1/name,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,collection/id,collection/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,themes/1/id,themes/1/name,keywords/3/id,keywords/3/name,game_modes/2/id,game_modes/2/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,themes/2/id,themes/2/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,genres/3/id,genres/3/name,franchises/1/id,franchises/1/name,rating,rating_count,genres/4/id,genres/4/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,themes/3/id,themes/3/name,themes/4/id,themes/4/name,game_modes/3/id,game_modes/3/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,themes/5/id,themes/5/name,themes/6/id,themes/6/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name,keywords/119/id,keywords/119/name,keywords/120/id,keywords/120/name,keywords/121/id,keywords/121/name,keywords/122/id,keywords/122/name,keywords/123/id,keywords/123/name,keywords/124/id,keywords/124/name,keywords/125/id,keywords/125/name,keywords/126/id,keywords/126/name,genres/5/id,genres/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,platforms/9/id,platforms/9/name,genres/6/id,genres/6/name
120286,0,1248,Utawarerumono,1,Single player,,,12,Role-playing (RPG),92,free to play ( f2p ),1682,spin-off,2064,auto-battle,Utawarerumono: Lost Flag,34,Android,39,iOS,19164,Borderlands 3,49414,Oriental Blue,54775,Shadows: Awakening,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,106987,Torchlight III,115653,Pokémon Shield,119244,Darksiders Genesis,120564,Evil Lands,17,Fantasy,,,34,Visual Novel,,,,,23778,in-app purchases,,,,,,,,,23798,in-app purchases: premium currency,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119521,0,756,Metroid,1,Single player,2,Multiplayer,5,Shooter,1624,demo,10101,metroid,,,Metroid Prime Hunters: First Hunt,20,Nintendo DS,,,25311,Star Control: Origins,55038,Immortal: Unchained,103292,Gears 5,103301,Wolfenstein: Youngblood,103329,Control,105049,Remnant: From the Ashes,105269,Gene Rain,107318,Rebel Galaxy Outlaw,113362,PlanetSide Arena,119134,Vicious Circle,18,Science fiction,6240,Metroid Prime,31,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113632,0,4,Final Fantasy,1,Single player,2,Multiplayer,15,Strategy,1682,spin-off,1925,strategy card game,1926,tradable card game (tcg),Final Fantasy Digital Card Game,6,PC (Microsoft Windows),34,Android,11407,Etherlords,13196,Tears of Avia,19404,Eador: Imperium,32510,Cthulhu Realms,34973,Epic Cards Battle,56967,Game of Thrones: Conquest,113201,Rise of Kingdoms,116992,Trials of Fire,119156,Pokémon Masters,120484,Teppen,17,Fantasy,,,,,,,,,3171,card game,,,39,iOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117406,0,2507,Tokimeki Memorial,1,Single player,,,34,Visual Novel,46,female hero ( heroine ),962,female protagonist,1484,dating sim,Tokimeki Memorial Girl's Side 4th Heart,130,Nintendo Switch,,,19075,Seduce Me the Otome,59170,Drastic Killer,136448,Getsuei no Kusari -Sakuran Paranoia-,202704,Ore-sama Kingdom: Koi mo Manga mo Debut wo Mezase! Doki-doki Love Lesson,203782,Starry Sky: in Winter,214841,Student Council Guys,225508,For All Time,225646,Love Liar,225647,Secret Crossing,228937,Court of Darkness,44,Romance,6823,Tokimeki Memorial Girl's Side,,,,,,,1937,otome,,,,,,,,,24910,otome game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121028,13,979,The Sims,1,Single player,,,12,Role-playing (RPG),43,life simulation,101,casual,182,character customization,The Sims 4: My First Pet Stuff,6,PC (Microsoft Windows),14,Mac,3212,The Sims 4,9243,Life is Feudal: Your Own,19164,Borderlands 3,25311,Star Control: Origins,38967,Cooking Simulator,96217,Eternity: The Last Unicorn,105011,Dude Simulator 2,106987,Torchlight III,115653,Pokémon Shield,119171,Baldur's Gate 3,17,Fantasy,2645,The Sims 4,13,Simulator,31,Adventure,27,Comedy,816,pets,,,48,PlayStation 4,49,Xbox One,,,1403,building,1511,funny,2084,relaxing,2424,realistic,2760,family friendly,3560,cartoony,5789,realism,9003,immersive sim,15228,pet,17092,immersive,23657,lgbtq,23856,lgbtq+,29057,ts4,29527,stuff pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,PlayStation 5,169,Xbox Series X|S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126288,0,927,Dungeon Fighter,1,Single player,2,Multiplayer,12,Role-playing (RPG),24335,dungeon fighter,24336,online game,,,Project BBQ,6,PC (Microsoft Windows),,,19164,Borderlands 3,54775,Shadows: Awakening,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,103303,The Elder Scrolls: Blades,106987,Torchlight III,113636,Rangers of Oblivion,115308,Tales of Wind,115653,Pokémon Shield,1,Action,,,25,Hack and slash/Beat 'em up,,,17,Fantasy,,,3,Co-operative,,,,,38,Open world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,Massively Multiplayer Online (MMO),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119386,0,1459,Empire of Sin,1,Single player,,,12,Role-playing (RPG),805,strategic,1560,gangster,2492,prohibition,Empire of Sin,6,PC (Microsoft Windows),14,Mac,25311,Star Control: Origins,26574,Force of Nature,27092,GreedFall,35994,Survivalist,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103232,Super Seducer 2,105049,Remnant: From the Ashes,106987,Torchlight III,119171,Baldur's Gate 3,1,Action,5689,Empire of SIn,15,Strategy,24,Tactical,,,,,,,48,PlayStation 4,49,Xbox One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Adventure,,,56.21141279757001,10,,,130,Nintendo Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120305,0,820,Gundam,1,Single player,,,5,Shooter,92,free to play ( f2p ),23778,in-app purchases,,,GUNDAM BATTLE: GUNPLA WARFARE,34,Android,39,iOS,306,Far Cry,55038,Immortal: Unchained,68286,Earth Defense Force: Iron Rain,89550,Zoids Wild: Blast Unleashed,102868,World War 3,103301,Wolfenstein: Youngblood,105049,Remnant: From the Ashes,105269,Gene Rain,106805,Call of Duty: Mobile,113362,PlanetSide Arena,1,Action,5301,Gundam Breaker,,,,,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126287,0,1951,Atari,1,Single player,,,9,Puzzle,1616,minesweeper,,,,,Chip's Challenge,61,Atari Lynx,,,19222,Digging Jim,25905,Winds of Revenge,28070,Planet Alpha,41349,Hayama Reiko no Date de Blackjack,76717,Cosmic Horizon - World First 3D Game Puzzle Ever,87507,Whirly Word HD,90788,Munchkin Match,95776,Turn It On!,106992,A Fisherman's Tale,111187,Eve: Echoes,18,Science fiction,3892,Chip's Challenge,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123300,0,2505,Claymore,1,Single player,,,25,Hack and slash/Beat 'em up,288,2d,537,dark fantasy,3298,sidescroller,Claymore: Gingan no Majo,20,Nintendo DS,,,54775,Shadows: Awakening,55199,Dragon: Marked for Death,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,106987,Torchlight III,113109,Marvel Ultimate Alliance 3: The Black Order,113360,Hytale,113636,Rangers of Oblivion,118490,Pokémon Rumble Rush,119244,Darksiders Genesis,1,Action,,,,,,,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113649,0,2909,Gu Jian Qi Tan,1,Single player,,,12,Role-playing (RPG),1909,ancient china,1933,chinese mythology,,,Gujian 3,6,PC (Microsoft Windows),,,22790,Project Awakening,49414,Oriental Blue,54775,Shadows: Awakening,69007,AION: Legions of War,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,106987,Torchlight III,113636,Rangers of Oblivion,113910,Forged Fantasy,115653,Pokémon Shield,17,Fantasy,7206,Gujian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116898,0,1425,Nebulas Lasso,1,Single player,2,Multiplayer,14,Sport,732,ufo,1209,party-based combat,1677,local multiplayer,NEBULAS LASSO,6,PC (Microsoft Windows),48,PlayStation 4,22690,Giraffes Volleyball Championship 2016,25311,Star Control: Origins,28070,Planet Alpha,43367,Rico,55042,Blazing Chrome,96217,Eternity: The Last Unicorn,105269,Gene Rain,111130,Apsulov: End of Gods,113895,Havocado,121036,Hot Shot Burn,1,Action,5643,Nebulas lasso,32,Indie,33,Arcade,18,Science fiction,2023,you play as alien,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121938,0,88,Hot Wheels,1,Single player,2,Multiplayer,10,Racing,92,free to play ( f2p ),23778,in-app purchases,23798,in-app purchases: premium currency,Hot Wheels Infinite Loop,34,Android,39,iOS,15851,Score! Hero,23314,Asphalt 9: Legends,85663,Mario Kart Tour,118871,GRID,119161,Need for Speed Heat,119199,Bottle Flip 3D,119207,Aquapark.io,119213,SSC 2019,120564,Evil Lands,121036,Hot Shot Burn,1,Action,,,14,Sport,33,Arcade,35,Kids,23814,in-app purchases: subscription,,,,,,,,,23817,subscription: monthly,23934,in-app purchases: cosmetic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125318,0,186,Casper The Friendly Ghost,1,Single player,,,2,Point-and-click,1696,interactive storytelling,2013,jigsaw,8972,ghost,Casper Brainy Book,6,PC (Microsoft Windows),14,Mac,13189,Masochisia,18011,Rusty Lake Hotel,18992,Tales from Paradise Park,97703,Krakels ABC: Det magiska äventyret,97705,Krakels ABC: Storm över Allemansland,111130,Apsulov: End of Gods,128793,Krakels ABC: Stava,128795,Krakels ABC: Läsa,128889,Aviation Adventure,129506,My Amazing Human Body,19,Horror,,,,,,,34,Educational,22872,kids game,,,,,,,35,Kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124318,0,1688,Homestar Runner,1,Single player,,,2,Point-and-click,24765,trogdor,24766,homestar runner,24767,strong bad,Peasant's Quest,82,Web browser,,,236,Myst,26870,Necrobarista,27725,The Room: Old Sins,37382,Pokémon Sword,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,106987,Torchlight III,113360,Hytale,115653,Pokémon Shield,17,Fantasy,,,31,Adventure,32,Indie,27,Comedy,,,,,,,,,38,Open world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118703,3,1274,Just Cause,1,Single player,,,5,Shooter,29598,grappel hook,,,,,Just Cause 3: XXL Edition,6,PC (Microsoft Windows),48,PlayStation 4,19164,Borderlands 3,76877,Russia.2028,81249,The Elder Scrolls VI,90099,Tom Clancy's The Division 2,101211,RAGE 2,103292,Gears 5,103303,The Elder Scrolls: Blades,105049,Remnant: From the Ashes,105269,Gene Rain,113111,Far Cry New Dawn,1,Action,111,Just Cause,31,Adventure,,,38,Open world,,,,,49,Xbox One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124290,0,1649,Veggie Tales,1,Single player,,,2,Point-and-click,1304,edutainment,6298,camping,24438,veggie tales,VeggieTales: The Mystery of Veggie Island,6,PC (Microsoft Windows),,,236,Myst,25222,Rusty Lake: Roots,26870,Necrobarista,27725,The Room: Old Sins,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,106987,Torchlight III,113360,Hytale,115653,Pokémon Shield,17,Fantasy,4456,VeggieTales,31,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122313,2,1702,Control,1,Single player,,,5,Shooter,1537,expansion,,,,,Control: AWE,6,PC (Microsoft Windows),48,PlayStation 4,19164,Borderlands 3,25311,Star Control: Origins,55038,Immortal: Unchained,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,105049,Remnant: From the Ashes,105269,Gene Rain,106987,Torchlight III,1,Action,,,12,Role-playing (RPG),31,Adventure,17,Fantasy,,,,,49,Xbox One,,,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.5224223604709,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
