id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,game_modes/2/id,game_modes/2/name,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,name,platforms/0/id,platforms/0/name,platforms/1/id,platforms/1/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,rating,rating_count,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,themes/1/id,themes/1/name,themes/2/id,themes/2/name,themes/3/id,themes/3/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,franchises/1/id,franchises/1/name,game_modes/3/id,game_modes/3/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,genres/3/id,genres/3/name,genres/4/id,genres/4/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,franchises/6/id,franchises/6/name,franchises/7/id,franchises/7/name,franchises/8/id,franchises/8/name,franchises/9/id,franchises/9/name,franchises/10/id,franchises/10/name,franchises/11/id,franchises/11/name,franchises/12/id,franchises/12/name,franchises/13/id,franchises/13/name,franchises/14/id,franchises/14/name,franchises/15/id,franchises/15/name,franchises/16/id,franchises/16/name,franchises/17/id,franchises/17/name,franchises/18/id,franchises/18/name,franchises/19/id,franchises/19/name,franchises/20/id,franchises/20/name,franchises/21/id,franchises/21/name,franchises/22/id,franchises/22/name,franchises/23/id,franchises/23/name,franchises/24/id,franchises/24/name,franchises/25/id,franchises/25/name,franchises/26/id,franchises/26/name,franchises/27/id,franchises/27/name,franchises/28/id,franchises/28/name,franchises/29/id,franchises/29/name,franchises/30/id,franchises/30/name,franchises/31/id,franchises/31/name,franchises/32/id,franchises/32/name,franchises/33/id,franchises/33/name,franchises/34/id,franchises/34/name,franchises/35/id,franchises/35/name,franchises/36/id,franchises/36/name,franchises/37/id,franchises/37/name,franchises/38/id,franchises/38/name,franchises/39/id,franchises/39/name,franchises/40/id,franchises/40/name,franchises/41/id,franchises/41/name,franchises/42/id,franchises/42/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,genres/5/id,genres/5/name,themes/4/id,themes/4/name,themes/5/id,themes/5/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name,keywords/119/id,keywords/119/name,keywords/120/id,keywords/120/name,keywords/121/id,keywords/121/name,keywords/122/id,keywords/122/name,keywords/123/id,keywords/123/name,keywords/124/id,keywords/124/name,keywords/125/id,keywords/125/name,keywords/126/id,keywords/126/name,keywords/127/id,keywords/127/name,keywords/128/id,keywords/128/name,keywords/129/id,keywords/129/name,platforms/9/id,platforms/9/name,genres/6/id,genres/6/name,keywords/130/id,keywords/130/name,keywords/131/id,keywords/131/name,keywords/132/id,keywords/132/name,keywords/133/id,keywords/133/name,keywords/134/id,keywords/134/name,keywords/135/id,keywords/135/name,keywords/136/id,keywords/136/name,keywords/137/id,keywords/137/name,keywords/138/id,keywords/138/name,keywords/139/id,keywords/139/name,keywords/140/id,keywords/140/name,keywords/141/id,keywords/141/name,keywords/142/id,keywords/142/name,keywords/143/id,keywords/143/name
120710,3,6907,Henry Stickmin,2596,Henry Stickmin,1,Single player,,,,,2,Point-and-click,31,Adventure,32,Indie,21,helicopter,340,prison,422,choose your own adventure,427,police,563,military,974,space,1087,collection,1097,cyborg,1313,multiple endings,1696,interactive storytelling,1821,tank,3039,museum,4196,top hat,The Henry Stickmin Collection,6,PC (Microsoft Windows),14,Mac,,,,,97.2471195672195,31,25222,Rusty Lake: Roots,25311,Star Control: Origins,25646,Don't Knock Twice,80916,Omensight,96217,Eternity: The Last Unicorn,105011,Dude Simulator 2,105269,Gene Rain,106987,Torchlight III,111130,Apsulov: End of Gods,113360,Hytale,1,Action,27,Comedy,,,,,,,,,,,4403,pop culture reference,4410,game reference,4431,diamond,4604,stick figure,5041,ruby,5151,internet culture reference,5214,movie reference,6927,emerald,8145,satellite,17940,remaster,25891,game collection,32547,henry stickmin,32548,bank,32549,toppat clan,32550,ellie rose,32551,charles calvin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170777,6,7321,Undertale,3259,Undertale,1,Single player,,,,,12,Role-playing (RPG),16,Turn-based strategy (TBS),31,Adventure,296,fantasy,350,comedy,415,turn-based,478,rpg,911,bullet hell,1026,role playing,1027,adventure,1079,graphic adventure,1705,pixel art,1735,inventory,1921,unique battle system,2241,boss,2399,turn-based combat,Deltarune: Chapter 2,6,PC (Microsoft Windows),14,Mac,48,PlayStation 4,130,Nintendo Switch,89.78925364470021,24,14394,Battle Brothers,17548,Savage Lands,19404,Eador: Imperium,22387,Legrand Legacy,24426,Forgotton Anne,26845,Fire Emblem: Three Houses,28309,Tanzia,35994,Survivalist,36198,Children of Morta,55199,Dragon: Marked for Death,17,Fantasy,27,Comedy,,,,,,,,,,,2808,great music,2875,puzzle,3486,boss fight,4855,branching story line,4867,using dialogue to avoid combat,5175,female antagonists,5736,chapters,6712,serialized,7689,leitmotif,24236,branching plot,25436,undertale,25524,boss battle,25963,turn-based rpg,30219,non-binary,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Indie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109532,9,18,Assassin's Creed,571,Assassin's Creed,1,Single player,,,,,12,Role-playing (RPG),15,Strategy,31,Adventure,132,stealth,,,,,,,,,,,,,,,,,,,,,,,,,Assassin's Creed III Remastered,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,130,Nintendo Switch,78.0109670823379,48,25311,Star Control: Origins,26574,Force of Nature,34155,The Black Death,35994,Survivalist,79134,Ancient Cities,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,105049,Remnant: From the Ashes,115653,Pokémon Shield,1,Action,22,Historical,33,Sandbox,38,Open world,170,Google Stadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109457,10,6124,New Super Mario Bros.,845,Mario,1,Single player,2,Multiplayer,3,Co-operative,8,Platform,,,,,281,mario characters,2922,super mario bros.,29622,luigi as a playable character,29629,toad as a playable character,29630,princess peach as a playable character,29820,rideable yoshi,31170,supported language - english,31209,supported language - portuguese,,,,,,,,,,,New Super Mario Bros. U Deluxe,130,Nintendo Switch,,,,,,,71.6797418194385,38,20342,Toby: The Secret Mine,28070,Planet Alpha,29032,Pepper Grinder,55173,Semblance,55190,Pikuniku,63138,Sexy Hiking,89597,Unbound: Worlds Apart,96452,Big Crown: Showdown,110503,Degrees of Separation,120184,SolSeraph,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132224,1,303,Fire Emblem,769,Fire Emblem,1,Single player,,,,,16,Turn-based strategy (TBS),,,,,594,fire,6335,emblem,,,,,,,,,,,,,,,,,,,,,,,Fire Emblem: Three Houses – Cindered Shadows,130,Nintendo Switch,,,,,,,86.09523809523809,7,27209,SINoALICE,28182,Reverse Crawl,87622,Garena Free Fire,96217,Eternity: The Last Unicorn,100800,Battle Royale : Survival.io Zombie,105049,Remnant: From the Ashes,106805,Call of Duty: Mobile,111130,Apsulov: End of Gods,113895,Havocado,119171,Baldur's Gate 3,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135881,4,8368,eFootball PES,2114,Pro Evolution Soccer,1,Single player,2,Multiplayer,3,Co-operative,13,Simulator,14,Sport,,,26,soccer,27,football,,,,,,,,,,,,,,,,,,,,,,,eFootball PES 2021 Season Update,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,,,75.0973341266929,26,701,FIFA Soccer 2002: Major League Soccer,15851,Score! Hero,18681,ISS Pro Evolution 2,30830,Front Office Football Eight,100359,Pro Evolution Soccer 2019,106814,Club Soccer Director 2019,114286,Madden NFL 20,114287,FIFA 20,118871,GRID,119422,eFootball PES 2020,1,Action,32,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2141,Winning Eleven,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4110,eFootball,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133807,0,94,TrackMania,797,TrackMania,1,Single player,2,Multiplayer,,,10,Racing,14,Sport,33,Arcade,25706,trackmania,,,,,,,,,,,,,,,,,,,,,,,,,Trackmania,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,167,PlayStation 5,67.5162441240965,28,15851,Score! Hero,23314,Asphalt 9: Legends,43367,RICO,47161,Drift 19,87728,Pigeon Pop,118871,GRID,119161,Need for Speed Heat,119422,eFootball PES 2020,120795,Smoots Summer Games,121036,Hot Shot Burn,1,Action,,,,,,,169,Xbox Series X|S,170,Google Stadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140500,0,3092,Story of Seasons,1291,Story of Seasons,1,Single player,,,,,12,Role-playing (RPG),13,Simulator,15,Strategy,1103,farming,,,,,,,,,,,,,,,,,,,,,,,,,Story of Seasons: Pioneers of Olive Town,6,PC (Microsoft Windows),48,PlayStation 4,130,Nintendo Switch,,,61.91571527361791,5,25311,Star Control: Origins,29173,Startup Company,35994,Survivalist,55888,Computer Tycoon,65827,Bronze Age,87210,Farming Simulator 19,103232,Super Seducer 2,109339,CHANGE: A Homeless Survival Experience,112754,Business Magnate,117717,Planet Zoo,28,Business,44,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159123,0,704,Agatha Christie,533,Hercule Poirot,1,Single player,,,,,2,Point-and-click,9,Puzzle,31,Adventure,72,exploration,215,detective,1629,narration,,,,,,,,,,,,,,,,,,,,,Agatha Christie: Hercule Poirot - The First Cases,6,PC (Microsoft Windows),14,Mac,48,PlayStation 4,49,Xbox One,70.8692136003589,5,236,Myst,18011,Rusty Lake Hotel,25222,Rusty Lake: Roots,26223,Quern - Undying Thoughts,27725,The Room: Old Sins,51528,Telling Lies,81275,Unforeseen Incidents,106992,A Fisherman's Tale,120872,Back Then,121763,Syberia: The World Before,43,Mystery,,,,,,,130,Nintendo Switch,169,Xbox Series X|S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28175,0,2962,Naruto,221,Naruto,1,Single player,2,Multiplayer,3,Co-operative,4,Fighting,,,,,78,anime,107,fighting,164,ninja,296,fantasy,1158,steam,1333,online,2679,katana,3776,shuriken,4141,games based on anime,4142,licensed game,4574,headband,4823,character creation,5993,byakugan,Naruto to Boruto: Shinobi Striker,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,,,52.2123734499218,21,7100,Naruto Shippuden: Ultimate Ninja Storm Generations,8479,Naruto Shippuden: Ultimate Ninja Storm Revolution,8746,Aura Kingdom,11059,Naruto Shippuden: Ultimate Ninja Storm 4,16391,ROSE Online,17548,Savage Lands,24426,Forgotton Anne,54775,Shadows: Awakening,55199,Dragon: Marked for Death,61985,Soul-Arena,1,Action,17,Fantasy,,,,,,,,,,,8732,akatsuki,8874,kunoichi,8885,sharingan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1382,Boruto: Next Naruto Generations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109596,11,274,Phantasy Star,801,Phantasy Star,1,Single player,,,,,12,Role-playing (RPG),31,Adventure,,,2228,dungeon crawler,2376,random encounters,2399,turn-based combat,4285,world map,,,,,,,,,,,,,,,,,,,Sega Ages Phantasy Star,130,Nintendo Switch,,,,,,,90,2,22792,Princess Connect!,25311,Star Control: Origins,55038,Immortal: Unchained,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,105269,Gene Rain,106987,Torchlight III,115653,Pokémon Shield,17,Fantasy,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2534,Sega Ages,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143614,9,106,The Legend of Zelda,596,The Legend of Zelda,1,Single player,,,,,12,Role-playing (RPG),31,Adventure,,,2209,zelda,2233,motion controls,6817,loftwing,6820,master sword,6821,triforce,23793,the legend of zelda,29438,link (zelda),29809,link - the hero of the skies incarnation (zelda character),29825,zelda - skyward sword incarnation (zelda character),29826,master sword (zelda item),29828,loftwing (zelda species),29829,optional motion controls,29830,fi (zelda character),The Legend of Zelda: Skyward Sword HD,130,Nintendo Switch,,,,,,,73.9711543021541,12,27092,GreedFall,36198,Children of Morta,55038,Immortal: Unchained,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,105049,Remnant: From the Ashes,106987,Torchlight III,115653,Pokémon Shield,1,Action,17,Fantasy,,,,,,,,,,,29831,groose (zelda character),29832,demise (zelda character),29833,ghirahim (zelda character),29834,impa (zelda character),29835,impa - skyward sword (zelda character),29836,hylia (zelda deity),29837,triforce (zelda item),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100545,0,5442,Airport Simulator,1278,Airport Simulator,1,Single player,,,,,13,Simulator,15,Strategy,,,1028,simulator,2368,airport,,,,,,,,,,,,,,,,,,,,,,,Airport Simulator 2019,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,130,Nintendo Switch,30,1,17613,Sovereignty: Crown of Kings,29173,Startup Company,31515,Another Brick in the Mall,36258,Order of Battle: World War II,51577,Rise of Industry,55888,Computer Tycoon,65827,Bronze Age,79134,Ancient Cities,112754,Business Magnate,117717,Planet Zoo,28,Business,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114286,0,4740,Madden NFL,224,NFL,1,Single player,,,,,14,Sport,,,,,32,american football,,,,,,,,,,,,,,,,,,,,,,,,,Madden NFL 20,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,,,66.7568185398337,22,701,FIFA Soccer 2002: Major League Soccer,3558,NFL Quarterback Club 98,102122,Madden NFL 19,102805,WWE 2K19,103218,NBA 2K19,103275,NBA Live 19,109606,Pro Yakyuu Spirits 2019,114287,FIFA 20,116352,Real Football 2018,116353,Real Football 2019,32,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
