id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,game_modes/2/id,game_modes/2/name,genres/0/id,genres/0/name,genres/1/id,genres/1/name,genres/2/id,genres/2/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,name,platforms/0/id,platforms/0/name,platforms/1/id,platforms/1/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,rating,rating_count,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,themes/1/id,themes/1/name,themes/2/id,themes/2/name,themes/3/id,themes/3/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,franchises/1/id,franchises/1/name,game_modes/3/id,game_modes/3/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,genres/3/id,genres/3/name,genres/4/id,genres/4/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,franchises/6/id,franchises/6/name,franchises/7/id,franchises/7/name,franchises/8/id,franchises/8/name,franchises/9/id,franchises/9/name,franchises/10/id,franchises/10/name,franchises/11/id,franchises/11/name,franchises/12/id,franchises/12/name,franchises/13/id,franchises/13/name,franchises/14/id,franchises/14/name,franchises/15/id,franchises/15/name,franchises/16/id,franchises/16/name,franchises/17/id,franchises/17/name,franchises/18/id,franchises/18/name,franchises/19/id,franchises/19/name,franchises/20/id,franchises/20/name,franchises/21/id,franchises/21/name,franchises/22/id,franchises/22/name,franchises/23/id,franchises/23/name,franchises/24/id,franchises/24/name,franchises/25/id,franchises/25/name,franchises/26/id,franchises/26/name,franchises/27/id,franchises/27/name,franchises/28/id,franchises/28/name,franchises/29/id,franchises/29/name,franchises/30/id,franchises/30/name,franchises/31/id,franchises/31/name,franchises/32/id,franchises/32/name,franchises/33/id,franchises/33/name,franchises/34/id,franchises/34/name,franchises/35/id,franchises/35/name,franchises/36/id,franchises/36/name,franchises/37/id,franchises/37/name,franchises/38/id,franchises/38/name,franchises/39/id,franchises/39/name,franchises/40/id,franchises/40/name,franchises/41/id,franchises/41/name,franchises/42/id,franchises/42/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,genres/5/id,genres/5/name,themes/4/id,themes/4/name,themes/5/id,themes/5/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name,keywords/119/id,keywords/119/name,keywords/120/id,keywords/120/name,keywords/121/id,keywords/121/name,keywords/122/id,keywords/122/name,keywords/123/id,keywords/123/name,keywords/124/id,keywords/124/name,keywords/125/id,keywords/125/name,keywords/126/id,keywords/126/name,keywords/127/id,keywords/127/name,keywords/128/id,keywords/128/name,keywords/129/id,keywords/129/name,platforms/9/id,platforms/9/name,genres/6/id,genres/6/name,keywords/130/id,keywords/130/name,keywords/131/id,keywords/131/name,keywords/132/id,keywords/132/name,keywords/133/id,keywords/133/name,keywords/134/id,keywords/134/name,keywords/135/id,keywords/135/name,keywords/136/id,keywords/136/name,keywords/137/id,keywords/137/name,keywords/138/id,keywords/138/name,keywords/139/id,keywords/139/name,keywords/140/id,keywords/140/name,keywords/141/id,keywords/141/name,keywords/142/id,keywords/142/name,keywords/143/id,keywords/143/name
19474,0,62,The Witcher,452,The Witcher,1,Single player,2,Multiplayer,,,12,Role-playing (RPG),15,Strategy,35,Card & Board Game,92,free to play ( f2p ),296,fantasy,482,collectible card game ( ccg ),1333,online,1682,spin-off,1966,gwent,2080,deck building,3114,ccg,3171,card game,4214,card based combat,4270,playing cards,4356,xbox play anywhere,4674,card collection,Gwent: The Witcher Card Game,6,PC (Microsoft Windows),34,Android,39,iOS,48,PlayStation 4,77.9784851105835,109,7615,Might & Magic Heroes VII,13196,Tears of Avia,19404,Eador: Imperium,26845,Fire Emblem: Three Houses,27092,GreedFall,27209,SINoALICE,40477,Slay the Spire,51279,Yu-Gi-Oh! Online,54775,Shadows: Awakening,55199,Dragon: Marked for Death,17,Fantasy,,,,,,,49,Xbox One,,,,,4883,e3 2016,18160,witcher,18161,the witcher card game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
72472,0,6755,HuniePop,2448,Hunie,1,Single player,,,,,9,Puzzle,13,Simulator,15,Strategy,78,anime,734,match 3,1484,dating sim,,,,,,,,,,,,,,,,,,,,,HuniePop 2: Double Date,6,PC (Microsoft Windows),14,Mac,,,,,69.9801353280775,7,9655,HuniePop,18623,Villagers,25311,Star Control: Origins,28465,Porno Studio Tycoon,31515,Another Brick in the Mall,51577,Rise of Industry,55590,Mashinky,65827,Bronze Age,79134,Ancient Cities,102163,Dawn of Man,42,Erotic,44,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Indie,34,Visual Novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109597,11,583,Alex Kidd,2534,Sega Ages,1,Single player,,,,,8,Platform,31,Adventure,33,Arcade,1059,side-scrolling,4967,vertical scrolling,,,,,,,,,,,,,,,,,,,,,,,Sega Ages Alex Kidd in Miracle World,130,Nintendo Switch,,,,,,,77,2,28070,Planet Alpha,29032,Pepper Grinder,68582,Dark Devotion,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103303,The Elder Scrolls: Blades,103369,KILL la KILL: IF,106987,Torchlight III,110503,Degrees of Separation,113360,Hytale,1,Action,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125175,2,27,Warcraft,135,Warcraft,5,Massively Multiplayer Online (MMO),,,,,12,Role-playing (RPG),,,,,527,wow,25938,sylvanas windrunner,25939,lich king,25940,bolvar fordragon,25941,shadowlands,25942,azeroth,,,,,,,,,,,,,,,World of Warcraft: Shadowlands,6,PC (Microsoft Windows),14,Mac,,,,,57.9378868949466,22,19164,Borderlands 3,37382,Pokémon Sword,49414,Oriental Blue,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,103303,The Elder Scrolls: Blades,106987,Torchlight III,115308,Tales of Wind,115653,Pokémon Shield,17,Fantasy,38,Open world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144873,1,2724,Life is Strange,1652,life is strange,1,Single player,,,,,31,Adventure,,,,,472,prequel,17379,life is strange,23888,deluxe edition,,,,,,,,,,,,,,,,,,,,,Life is Strange: Wavelengths,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,167,PlayStation 5,79.1312301650987,7,28277,The Last Journey,55984,Blacksad: Under the Skin,62151,Life is Strange 2,79134,Ancient Cities,96217,Eternity: The Last Unicorn,103266,Twin Mirror,105049,Remnant: From the Ashes,106992,A Fisherman's Tale,111130,Apsulov: End of Gods,115653,Pokémon Shield,31,Drama,,,,,,,169,Xbox Series X|S,170,Google Stadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122229,0,7271,Kirby Clash,789,Kirby,1,Single player,2,Multiplayer,3,Co-operative,31,Adventure,33,Arcade,,,92,free to play ( f2p ),2888,free to start,,,,,,,,,,,,,,,,,,,,,,,Super Kirby Clash,130,Nintendo Switch,,,,,,,76,2,76253,Devil May Cry 5,80916,Omensight,87622,Garena Free Fire,96217,Eternity: The Last Unicorn,103369,KILL la KILL: IF,105049,Remnant: From the Ashes,106987,Torchlight III,110503,Degrees of Separation,111130,Apsulov: End of Gods,113360,Hytale,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134582,0,286,Ratchet & Clank,2416,Ratchet & Clank,1,Single player,,,,,5,Shooter,8,Platform,31,Adventure,3,aliens,341,dimension,575,robots,897,third person shooter,974,space,1025,shooter,1422,portals,1589,dimensional travel,2108,planets,3630,sheep,4380,cartoon character,12482,space pirates,13314,robot pirate,Ratchet & Clank: Rift Apart,167,PlayStation 5,,,,,,,89.6952859635838,79,1877,Cyberpunk 2077,28070,Planet Alpha,55038,Immortal: Unchained,57187,Crackle Cradle,103292,Gears 5,103301,Wolfenstein: Youngblood,103329,Control,105049,Remnant: From the Ashes,105269,Gene Rain,113114,The Outer Worlds,1,Action,18,Science fiction,,,,,,,,,,,18878,ratchet,18879,clank,19344,dimensions,26965,multiple playable characters,28900,kit,32544,rivet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96392,0,765,Sakura Wars,2011,Sakura Wars,1,Single player,,,,,12,Role-playing (RPG),13,Simulator,31,Adventure,276,1940s,521,jrpg,906,steampunk,3539,mechs,17481,tokyo,,,,,,,,,,,,,,,,,Sakura Wars,48,PlayStation 4,,,,,,,70.1280108349009,9,25311,Star Control: Origins,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,101608,Anima: Gate of Memories - The Nameless Chronicles,103303,The Elder Scrolls: Blades,105049,Remnant: From the Ashes,106987,Torchlight III,115280,Oninaki,115653,Pokémon Shield,1,Action,17,Fantasy,22,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,Visual Novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191398,0,461,Mario Strikers,845,Mario,1,Single player,2,Multiplayer,3,Co-operative,14,Sport,,,,,26,soccer,2646,donkey kong,9134,peach,25315,luigi,27721,bowser,,,,,,,,,,,,,,,,,Mario Strikers: Battle League,130,Nintendo Switch,,,,,,,68.7610128320045,7,15851,Score! Hero,18681,ISS Pro Evolution 2,72812,Inazuma Eleven: Victory Road of Heroes,87673,Nippon Marathon,106814,Club Soccer Director 2019,114287,FIFA 20,116353,Real Football 2019,116795,Mario & Sonic at the Olympic Games Tokyo 2020,118871,GRID,119422,eFootball PES 2020,1,Action,40,Party,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55112,0,3200,Fist of the North Star,1123,Fist of the North Star,1,Single player,,,,,12,Role-playing (RPG),25,Hack and slash/Beat 'em up,31,Adventure,61,martial arts,69,post-apocalyptic,78,anime,982,brawler,1027,adventure,1308,gore,1682,spin-off,2648,based on a manga,4141,games based on anime,4142,licensed game,4614,extreme violence,9767,hokuto shinken,,,Fist of the North Star: Lost Paradise,48,PlayStation 4,,,,,,,89.94499128071361,6,24426,Forgotton Anne,28010,God Eater 3,35994,Survivalist,54775,Shadows: Awakening,55199,Dragon: Marked for Death,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,106987,Torchlight III,114009,Dragon Ball Z: Kakarot,119244,Darksiders Genesis,1,Action,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10760,0,8319,Bloodstained: Ritual of the Night,1755,Bloodstained,1,Single player,2,Multiplayer,3,Co-operative,8,Platform,12,Role-playing (RPG),31,Adventure,78,anime,129,blood,296,fantasy,423,gothic,426,kickstarter funded,477,metroidvania,589,2.5d,962,female protagonist,1033,action-adventure,1120,horror,1881,amnesia,2668,alchemy,3898,spiritual successor,Bloodstained: Ritual of the Night,6,PC (Microsoft Windows),39,iOS,48,PlayStation 4,49,Xbox One,84.6388702867722,121,19150,Vagante,24426,Forgotton Anne,28168,Code Vein,28309,Tanzia,36198,Children of Morta,47823,Citadel: Forged With Fire,55199,Dragon: Marked for Death,56033,Dream Alone,80916,Omensight,96217,Eternity: The Last Unicorn,1,Action,17,Fantasy,19,Horror,,,130,Nintendo Switch,170,Google Stadia,,,4131,unreal engine 4,4145,female protagonists,4169,male protagonists,4363,book,4465,deliberately retro,4974,male antagonist,6598,alchemist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146075,3,302,Ace Attorney,1163,Ace Attorney,1,Single player,,,,,9,Puzzle,31,Adventure,34,Visual Novel,1890,ace attorney,7334,detective mode,,,,,,,,,,,,,,,,,,,,,,,The Great Ace Attorney Chronicles,6,PC (Microsoft Windows),48,PlayStation 4,130,Nintendo Switch,,,90.14158804280109,11,18011,Rusty Lake Hotel,26223,Quern - Undying Thoughts,27266,House of Caravan,27725,The Room: Old Sins,51528,Telling Lies,55984,Blacksad: Under the Skin,75240,Erica,81275,Unforeseen Incidents,106807,Root Letter: Last Answer,106992,A Fisherman's Tale,43,Mystery,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
55189,0,30,Warhammer,509,Warhammer,1,Single player,2,Multiplayer,3,Co-operative,5,Shooter,12,Role-playing (RPG),31,Adventure,69,post-apocalyptic,296,fantasy,453,first person shooter,2071,sequel,,,,,,,,,,,,,,,,,,,Warhammer: Vermintide 2,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,,,75.6722822280708,75,28309,Tanzia,30245,Wanderlust Adventures,35994,Survivalist,36198,Children of Morta,47823,Citadel: Forged With Fire,80916,Omensight,96217,Eternity: The Last Unicorn,105049,Remnant: From the Ashes,105269,Gene Rain,106987,Torchlight III,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,Indie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152064,0,7099,Jurassic World Evolution,486,Jurassic Park,1,Single player,,,,,13,Simulator,15,Strategy,,,87,dinosaurs,1148,simulation,8274,sci,,,,,,,,,,,,,,,,,,,,,Jurassic World Evolution 2,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,167,PlayStation 5,70.7320674758445,7,13200,Planetbase,17130,Unclaimed World,17519,Project Aura,18623,Villagers,24620,Polaris Sector,25311,Star Control: Origins,31515,Another Brick in the Mall,34823,Sol 0: Mars Colonization,36346,TransOcean: The Shipping Company,55590,Mashinky,18,Science fiction,,,,,,,169,Xbox Series X|S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
