id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,franchises/1/id,franchises/1/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,game_modes/2/id,game_modes/2/name,genres/0/id,genres/0/name,genres/1/id,genres/1/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,name,platforms/0/id,platforms/0/name,platforms/1/id,platforms/1/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,rating,rating_count,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,themes/1/id,themes/1/name,genres/2/id,genres/2/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,themes/2/id,themes/2/name,genres/3/id,genres/3/name,genres/4/id,genres/4/name,themes/3/id,themes/3/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name,keywords/119/id,keywords/119/name,keywords/120/id,keywords/120/name,keywords/121/id,keywords/121/name,keywords/122/id,keywords/122/name,keywords/123/id,keywords/123/name,keywords/124/id,keywords/124/name,keywords/125/id,keywords/125/name,keywords/126/id,keywords/126/name,keywords/127/id,keywords/127/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,game_modes/3/id,game_modes/3/name,keywords/128/id,keywords/128/name,keywords/129/id,keywords/129/name,keywords/130/id,keywords/130/name,keywords/131/id,keywords/131/name,keywords/132/id,keywords/132/name,keywords/133/id,keywords/133/name,keywords/134/id,keywords/134/name,keywords/135/id,keywords/135/name,keywords/136/id,keywords/136/name,keywords/137/id,keywords/137/name,keywords/138/id,keywords/138/name,keywords/139/id,keywords/139/name,keywords/140/id,keywords/140/name,keywords/141/id,keywords/141/name,keywords/142/id,keywords/142/name,keywords/143/id,keywords/143/name,keywords/144/id,keywords/144/name,keywords/145/id,keywords/145/name,keywords/146/id,keywords/146/name,keywords/147/id,keywords/147/name,keywords/148/id,keywords/148/name,keywords/149/id,keywords/149/name,keywords/150/id,keywords/150/name,keywords/151/id,keywords/151/name,keywords/152/id,keywords/152/name,keywords/153/id,keywords/153/name,platforms/9/id,platforms/9/name,platforms/10/id,platforms/10/name,keywords/154/id,keywords/154/name,keywords/155/id,keywords/155/name,keywords/156/id,keywords/156/name,keywords/157/id,keywords/157/name,keywords/158/id,keywords/158/name,keywords/159/id,keywords/159/name,keywords/160/id,keywords/160/name,keywords/161/id,keywords/161/name,keywords/162/id,keywords/162/name,keywords/163/id,keywords/163/name,keywords/164/id,keywords/164/name,keywords/165/id,keywords/165/name,keywords/166/id,keywords/166/name,keywords/167/id,keywords/167/name,keywords/168/id,keywords/168/name,keywords/169/id,keywords/169/name,keywords/170/id,keywords/170/name,keywords/171/id,keywords/171/name,keywords/172/id,keywords/172/name,keywords/173/id,keywords/173/name,keywords/174/id,keywords/174/name,keywords/175/id,keywords/175/name,keywords/176/id,keywords/176/name,keywords/177/id,keywords/177/name,keywords/178/id,keywords/178/name,keywords/179/id,keywords/179/name,keywords/180/id,keywords/180/name,keywords/181/id,keywords/181/name,keywords/182/id,keywords/182/name,keywords/183/id,keywords/183/name,keywords/184/id,keywords/184/name,keywords/185/id,keywords/185/name,keywords/186/id,keywords/186/name,keywords/187/id,keywords/187/name,keywords/188/id,keywords/188/name,keywords/189/id,keywords/189/name,keywords/190/id,keywords/190/name,themes/4/id,themes/4/name,platforms/11/id,platforms/11/name,platforms/12/id,platforms/12/name,themes/5/id,themes/5/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,franchises/6/id,franchises/6/name,franchises/7/id,franchises/7/name,franchises/8/id,franchises/8/name,franchises/9/id,franchises/9/name,franchises/10/id,franchises/10/name,franchises/11/id,franchises/11/name,franchises/12/id,franchises/12/name,franchises/13/id,franchises/13/name,franchises/14/id,franchises/14/name,franchises/15/id,franchises/15/name,franchises/16/id,franchises/16/name,franchises/17/id,franchises/17/name,franchises/18/id,franchises/18/name,franchises/19/id,franchises/19/name,franchises/20/id,franchises/20/name,franchises/21/id,franchises/21/name,franchises/22/id,franchises/22/name,franchises/23/id,franchises/23/name,franchises/24/id,franchises/24/name,franchises/25/id,franchises/25/name,franchises/26/id,franchises/26/name,franchises/27/id,franchises/27/name,franchises/28/id,franchises/28/name,franchises/29/id,franchises/29/name,genres/5/id,genres/5/name,platforms/13/id,platforms/13/name,platforms/14/id,platforms/14/name,keywords/191/id,keywords/191/name,keywords/192/id,keywords/192/name
26457,0,1401,Batman,5,Batman,,,1,Single player,,,,,9,Puzzle,31,Adventure,14,super hero,215,detective,558,death,1033,action-adventure,2387,superhero,2875,puzzle,3540,comic book,4031,block puzzle,4142,licensed game,4161,jump,4183,crate,4187,mask,4267,clowns,4297,protagonist's name in the title,4310,games based on comic books,4449,isometric viewpoint,4673,spandex,4891,melee,5449,conveyor belt,6711,crime fighting,6912,batmobile,6926,batarang,7353,vigilante,9721,fragile floor,11121,pseudonym,,,,,,,,,,,,,,,,,,,,,Batman,25,Amstrad CPC,26,ZX Spectrum,27,MSX,,,,,,,,,,,,,68.6095130011004,9,4379,Batman Returns,4755,The Amazing Spider-Man 2,6285,Spider-Man 2,19565,Marvel's Spider-Man,20329,Figment,20342,Toby: The Secret Mine,26950,Marvel's Avengers,55173,Semblance,55190,Pikuniku,56033,Dream Alone,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21142,11,,,124,Marvel,350,Thor,1,Single player,,,,,8,Platform,,,367,norse mythology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thor: God of Thunder,20,Nintendo DS,,,,,,,,,,,,,,,,,,,1188,Crash Bandicoot: The Wrath of Cortex,5411,Pitfall!,23556,Hugo: Black Diamond Fever,28070,Planet Alpha,29032,Pepper Grinder,63138,Sexy Hiking,96452,Big Crown: Showdown,100800,Battle Royale : Survival.io Zombie,113895,Havocado,120184,SolSeraph,1,Action,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13457,1,194,Heroes of Might and Magic,458,Might and Magic,,,1,Single player,2,Multiplayer,,,12,Role-playing (RPG),15,Strategy,541,dlc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Might & Magic Heroes VI: Pirates of the Savage Sea,6,PC (Microsoft Windows),,,,,,,,,,,,,,,,,11.4938015273209,6,7615,Might & Magic Heroes VII,9472,Sorcerer King,13196,Tears of Avia,19404,Eador: Imperium,49414,Oriental Blue,93694,Iratus: Lord of the Dead,99118,Dragalia Lost,112191,Epic Seven,115653,Pokémon Shield,116992,Trials of Fire,17,Fantasy,,,16,Turn-based strategy (TBS),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19726,0,206,Rayman,994,Rayman,,,1,Single player,,,,,8,Platform,31,Adventure,350,comedy,1033,action-adventure,1682,spin-off,2049,platformer,4134,digital distribution,4297,protagonist's name in the title,4355,windows store,5326,ubiart framework,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rayman Fiesta Run,6,PC (Microsoft Windows),34,Android,39,iOS,74,Windows Phone,,,,,,,,,,,74.99721121499691,10,19150,Vagante,20329,Figment,20342,Toby: The Secret Mine,24426,Forgotton Anne,28070,Planet Alpha,36198,Children of Morta,55173,Semblance,55190,Pikuniku,56033,Dream Alone,96217,Eternity: The Last Unicorn,1,Action,17,Fantasy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25076,0,2100,Red Dead Redemption,884,Red Dead,,,1,Single player,2,Multiplayer,3,Co-operative,5,Shooter,12,Role-playing (RPG),7,cowboys,9,western,623,horse,1033,action-adventure,1128,cowboy,2071,sequel,2621,western cowboy,2937,red dead,3433,horse riding,4357,xbox one x enhanced,6716,dual wielding,12087,the game awards 2017,12157,most anticipated game: nominee - 2017 (the game awards),12556,the game awards nominee 2017,14051,the game awards 2016,14052,the game awards nominee 2016,14096,most anticipated game: nominee - 2016 (the game awards),23379,the game awards 2018,27054,you can pet the dog,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Red Dead Redemption 2,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,170,Google Stadia,,,,,,,,,,,92.9847859745735,1580,1877,Cyberpunk 2077,11156,Horizon Zero Dawn,17379,Miscreated,19164,Borderlands 3,19564,Death Stranding,19565,Marvel's Spider-Man,26192,The Last of Us Part II,47823,Citadel: Forged With Fire,80916,Omensight,105049,Remnant: From the Ashes,1,Action,31,Drama,31,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,Open world,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18323,0,464,WWE SmackDown vs. Raw,255,WWE,,,1,Single player,4,Split screen,,,4,Fighting,14,Sport,234,wrestling,1166,sports,4178,options menu,4228,real photos on cover art,4271,professional wrestler,4274,referees,4277,cage match,4278,professional wrestling ring,4317,ladder,4359,polygonal 3d,4625,table,4645,flip off,4650,year in the title,4804,tag teaming,4891,melee,4983,revealing attire,5287,rock music,5296,japanese games based on western ips,5298,belt,5694,blunt weapons,6493,finishing move,6494,button mashing,7111,southern american accent,7300,piledriver,7392,steel chair,7645,tap out,8269,female wrestler,9222,product placement,9513,omnipresent crowd,9529,greatest hits,10460,team killing,11671,stretch,12001,summerslam,12116,dnas,12554,mouth guard,WWE SmackDown! vs. Raw 2006,8,PlayStation 2,38,PlayStation Portable,,,,,,,,,,,,,,,65.6180472985733,38,2265,WWE SmackDown vs. Raw 2011,4571,WWE Day of Reckoning,5298,WWE SmackDown vs. Raw 2008,5299,WWE SmackDown vs. Raw 2009,5300,WWE SmackDown vs. Raw 2010,6442,WWE Smackdown! Here Comes The Pain,6443,WWF SmackDown!,6444,WWF SmackDown! 2: Know Your Role,6445,WWF SmackDown! Just Bring It,6461,WWE SmackDown! Shut Your Mouth,1,Action,32,Non-fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11454,0,552,Persona,592,Megami Tensei,,,1,Single player,,,,,12,Role-playing (RPG),31,Adventure,16,ghosts,103,cyberpunk,175,demon,236,grinding,296,fantasy,415,turn-based,497,summoning,521,jrpg,558,death,584,angel,939,remake,1026,role playing,1027,adventure,1105,supernatural,1120,horror,1186,multiple protagonists,1289,backtracking,1313,multiple endings,1523,dialogue trees,1651,valkyrie,1682,spin-off,1714,sex,1735,inventory,1834,camera,2199,silent protagonist,2679,katana,3431,succubus,4143,transformations,4145,female protagonists,4162,anthropomorphism,4241,students,4248,tactical turn-based combat,4284,leveling up,4313,boxer,4335,virtue,Persona 2: Eternal Punishment,7,PlayStation,9,PlayStation 3,38,PlayStation Portable,46,PlayStation Vita,,,,,,,,,,,79.7269573182612,41,660,Darkstone,1280,Breath of Fire IV,1804,Chrono Cross,5550,Tactics Ogre: Let Us Cling Together,6887,Persona Q: Shadow of the Labyrinth,9600,Persona 4,9927,Persona 5,11210,Star Ocean: The Second Story,11453,Persona 2: Innocent Sin,22387,Legrand Legacy,19,Horror,,,,,4401,slime,4413,briefcase,4429,school uniform,4446,gun,4447,boxing glove,4468,party system,4541,original soundtrack release,4543,experience points,4613,non-player character,4660,pistol,4710,buddhism,4725,young protagonist,4759,minotaurs,4788,glasses,4850,moral decisions,4855,branching story line,,,,,,,,,4866,slashing weapons,4867,using dialogue to avoid combat,4891,melee,4910,heads up display,4984,stat tracking,5146,harpy,5283,rapier,5320,hit points,5328,playstation tv support,5355,combat dialogue,5394,tsundere,5395,shadows,5397,cross culture language skills,5399,shinto,5400,order and chaos,5599,been here before,5855,butterfly,6020,alternate reality,6061,e3 2000,6064,power of friendship,6070,bad endings,6102,fight yourself,6141,recurring character,6391,new protagonist in sequel,6461,flashback,6589,rifle,6642,random encounter,6648,new game plus,7297,tarot cards,7530,phoenix,7560,poltergeist,7644,proxy battles,8900,yandere,9331,j-pop,9332,persona,9339,dark second act,9357,negotiation,9369,playstation controller,9637,gender exclusive equipment,9843,damage over time,10245,silent protagonists who talk in sequels,10792,divine punishment,11797,persona compendium,11888,demon negotiation,12754,modern day mythology,14383,phoenix ranger featherman r,16333,byakhee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15127,0,3395,Dungeons & Dragons,43,Dungeons & Dragons,,,1,Single player,2,Multiplayer,3,Co-operative,12,Role-playing (RPG),25,Hack and slash/Beat 'em up,147,wizards,151,medieval,226,magic,296,fantasy,389,hack and slash,592,elves,1026,role playing,1158,steam,1293,achievements,1513,dungeon crawling,2066,dwarves,2472,sword & sorcery,2806,warriors,3061,switch,3776,shuriken,4004,steam achievements,4134,digital distribution,4135,xbox 360 controller support for pc,4257,random loot,4345,bink video,4392,bow,4407,skeletons,4419,axe,4460,armor,4699,4 player co-op,4826,classes,4866,slashing weapons,4878,questing,4880,barrel,4881,war hammer,5095,knight,5374,magic staff,5389,based on tabletop rpg,5518,punctuation mark above head,5649,throwing axe,Dungeons and Dragons: Daggerdale,3,Linux,6,PC (Microsoft Windows),,,,,,,,,,,,,,,69.3373399973881,8,660,Darkstone,1593,Pillars of Eternity,2365,Battle for Wesnoth,5615,Sacred 3,9179,Sword Coast Legends,9938,Aarklash: Legacy,10388,Legends of Eisenwald,11646,Ziggurat,14394,Battle Brothers,19133,Elsword,1,Action,22,Historical,,,5657,gamersgate,5695,magically imbued weapons,6681,gnomes,6683,halflings,6685,half elves,6688,half-orcs,7160,rogues,7369,secret achievements,7446,ad&d rules,7448,magic sword,7459,dire,7583,tieflings,7584,aasimar,7585,dragonborn,8158,clerics,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15435,0,6388,The King of Fighters: Maximum Impact,636,The King of Fighters,,,1,Single player,2,Multiplayer,,,4,Fighting,,,17463,fighting game,30396,kof,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The King of Fighters 2006,8,PlayStation 2,9,PlayStation 3,,,,,,,,,,,,,,,69.9494252517608,6,28070,Planet Alpha,49414,Oriental Blue,55038,Immortal: Unchained,74701,Star Wars Jedi: Fallen Order,89550,Zoids Wild: Blast Unleashed,99118,Dragalia Lost,101608,Anima: Gate of Memories - The Nameless Chronicles,103288,Jump Force,103369,KILL la KILL: IF,111187,Eve: Echoes,17,Fantasy,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11741,0,,,602,Yahari Ore no Seishun Rabu Kome wa Machigatteiru.,,,1,Single player,,,,,31,Adventure,34,Visual Novel,1313,multiple endings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yahari Game Demo Ore no Seishun Love-come wa Machigatteiru.,46,PlayStation Vita,,,,,,,,,,,,,,,,,,,23471,Supipara,33509,Red Comrades 2: For the Great Justice - Reloaded,34218,KonoSuba: God's Blessing on this Wonderful World! Judgment on this Greedy Game!,105060,Dies irae: Pantheon,114150,Date A Live: Ren Dystopia,163162,Kingdom of Loathing: The Home Game,176259,Captain's Big Day,176449,Cooking With Cthulhu,182752,At Dawn's Edge,230757,Tres Acordes,27,Comedy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12032,0,,,617,Dan Dare,,,1,Single player,,,,,5,Shooter,8,Platform,970,sci-fi,1025,shooter,1059,side-scrolling,2049,platformer,2071,sequel,4142,licensed game,4310,games based on comic books,4805,comic book character,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dan Dare III: The Escape,15,Commodore C64/128/MAX,16,Amiga,25,Amstrad CPC,,,,,,,,,,,,,,,1877,Cyberpunk 2077,28070,Planet Alpha,55038,Immortal: Unchained,57187,Crackle Cradle,68286,Earth Defense Force: Iron Rain,68287,Left Alive,103292,Gears 5,103329,Control,105049,Remnant: From the Ashes,105269,Gene Rain,1,Action,18,Science fiction,31,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
