id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,franchises/1/id,franchises/1/name,game_modes/0/id,game_modes/0/name,game_modes/1/id,game_modes/1/name,game_modes/2/id,game_modes/2/name,genres/0/id,genres/0/name,genres/1/id,genres/1/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,name,platforms/0/id,platforms/0/name,platforms/1/id,platforms/1/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,platforms/8/id,platforms/8/name,rating,rating_count,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,themes/1/id,themes/1/name,genres/2/id,genres/2/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,themes/2/id,themes/2/name,genres/3/id,genres/3/name,genres/4/id,genres/4/name,themes/3/id,themes/3/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name,keywords/119/id,keywords/119/name,keywords/120/id,keywords/120/name,keywords/121/id,keywords/121/name,keywords/122/id,keywords/122/name,keywords/123/id,keywords/123/name,keywords/124/id,keywords/124/name,keywords/125/id,keywords/125/name,keywords/126/id,keywords/126/name,keywords/127/id,keywords/127/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,game_modes/3/id,game_modes/3/name,keywords/128/id,keywords/128/name,keywords/129/id,keywords/129/name,keywords/130/id,keywords/130/name,keywords/131/id,keywords/131/name,keywords/132/id,keywords/132/name,keywords/133/id,keywords/133/name,keywords/134/id,keywords/134/name,keywords/135/id,keywords/135/name,keywords/136/id,keywords/136/name,keywords/137/id,keywords/137/name,keywords/138/id,keywords/138/name,keywords/139/id,keywords/139/name,keywords/140/id,keywords/140/name,keywords/141/id,keywords/141/name,keywords/142/id,keywords/142/name,keywords/143/id,keywords/143/name,keywords/144/id,keywords/144/name,keywords/145/id,keywords/145/name,keywords/146/id,keywords/146/name,keywords/147/id,keywords/147/name,keywords/148/id,keywords/148/name,keywords/149/id,keywords/149/name,keywords/150/id,keywords/150/name,keywords/151/id,keywords/151/name,keywords/152/id,keywords/152/name,keywords/153/id,keywords/153/name,platforms/9/id,platforms/9/name,platforms/10/id,platforms/10/name,keywords/154/id,keywords/154/name,keywords/155/id,keywords/155/name,keywords/156/id,keywords/156/name,keywords/157/id,keywords/157/name,keywords/158/id,keywords/158/name,keywords/159/id,keywords/159/name,keywords/160/id,keywords/160/name,keywords/161/id,keywords/161/name,keywords/162/id,keywords/162/name,keywords/163/id,keywords/163/name,keywords/164/id,keywords/164/name,keywords/165/id,keywords/165/name,keywords/166/id,keywords/166/name,keywords/167/id,keywords/167/name,keywords/168/id,keywords/168/name,keywords/169/id,keywords/169/name,keywords/170/id,keywords/170/name,keywords/171/id,keywords/171/name,keywords/172/id,keywords/172/name,keywords/173/id,keywords/173/name,keywords/174/id,keywords/174/name,keywords/175/id,keywords/175/name,keywords/176/id,keywords/176/name,keywords/177/id,keywords/177/name,keywords/178/id,keywords/178/name,keywords/179/id,keywords/179/name,keywords/180/id,keywords/180/name,keywords/181/id,keywords/181/name,keywords/182/id,keywords/182/name,keywords/183/id,keywords/183/name,keywords/184/id,keywords/184/name,keywords/185/id,keywords/185/name,keywords/186/id,keywords/186/name,keywords/187/id,keywords/187/name,keywords/188/id,keywords/188/name,keywords/189/id,keywords/189/name,keywords/190/id,keywords/190/name,themes/4/id,themes/4/name,platforms/11/id,platforms/11/name,platforms/12/id,platforms/12/name,themes/5/id,themes/5/name,franchises/4/id,franchises/4/name,franchises/5/id,franchises/5/name,franchises/6/id,franchises/6/name,franchises/7/id,franchises/7/name,franchises/8/id,franchises/8/name,franchises/9/id,franchises/9/name,franchises/10/id,franchises/10/name,franchises/11/id,franchises/11/name,franchises/12/id,franchises/12/name,franchises/13/id,franchises/13/name,franchises/14/id,franchises/14/name,franchises/15/id,franchises/15/name,franchises/16/id,franchises/16/name,franchises/17/id,franchises/17/name,franchises/18/id,franchises/18/name,franchises/19/id,franchises/19/name,franchises/20/id,franchises/20/name,franchises/21/id,franchises/21/name,franchises/22/id,franchises/22/name,franchises/23/id,franchises/23/name,franchises/24/id,franchises/24/name,franchises/25/id,franchises/25/name,franchises/26/id,franchises/26/name,franchises/27/id,franchises/27/name,franchises/28/id,franchises/28/name,franchises/29/id,franchises/29/name,genres/5/id,genres/5/name,platforms/13/id,platforms/13/name,platforms/14/id,platforms/14/name,keywords/191/id,keywords/191/name,keywords/192/id,keywords/192/name
9091,0,1232,Dracula: Resurrection,480,Dracula,,,1,Single player,,,,,2,Point-and-click,31,Adventure,101,casual,133,interactive movie,203,puzzle solving,211,vampire,1027,adventure,1120,horror,1288,dracula,1416,point and click,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dracula: Resurrection,6,PC (Microsoft Windows),7,PlayStation,14,Mac,34,Android,39,iOS,,,,,,,,,50.9753886528674,16,9093,Dracula 3: The Path of the Dragon,13189,Masochisia,18011,Rusty Lake Hotel,25222,Rusty Lake: Roots,25646,Don't Knock Twice,33569,True Fear: Forsaken Souls Part 1,54678,Rusty Lake Paradise,56033,Dream Alone,60931,Paranormal Syndrome,111130,Apsulov: End of Gods,19,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18877,0,5914,Contract Killer: Zombies,1647,Contract Killer,,,1,Single player,,,,,5,Shooter,,,5,zombies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contract Killer: Zombies 2 - Origins,34,Android,39,iOS,,,,,,,,,,,,,,,,,520,F.E.A.R. 2: Project Origin,6188,H1Z1,20910,World War Z,24943,Modern Zombie,55282,Infliction,105049,Remnant: From the Ashes,106805,Call of Duty: Mobile,111130,Apsulov: End of Gods,113383,Call of Duty: Legends of War,216312,Ebola 3,19,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19317,0,2161,Gunslinger Stratos,811,Gunslinger Stratos,,,2,Multiplayer,5,Massively Multiplayer Online (MMO),,,5,Shooter,33,Arcade,67,robot,78,anime,167,mech,575,robots,871,arcade game,889,gangs,969,arcade,970,sci-fi,992,flight,1025,shooter,1293,achievements,1333,online,1784,light gun,2405,gunslinger stratos,2406,square enix,2407,byking,2408,taito,2595,gunslinger,3988,deathmatch,4161,jump,4241,students,4359,polygonal 3d,4369,sexualized women,4426,panties,4429,school uniform,4446,gun,4451,coat,4514,full motion video,4525,third-person perspective,4611,cutscene,4646,light-gun shooter,4711,sprinting,4920,pants,4921,miniskirt,4962,blindness,Gunslinger Stratos,52,Arcade,,,,,,,,,,,,,,,,,,,359,Final Fantasy XV,1877,Cyberpunk 2077,7020,Inversion,11544,Paladins,11646,Ziggurat,39769,Area 51,55038,Immortal: Unchained,60591,Gunslinger Stratos Reloaded,62363,Gunslinger Stratos 2,68286,Earth Defense Force: Iron Rain,1,Action,18,Science fiction,,,5299,sexualized men,5453,destructible environment,5987,team deathmatch,6073,super robot,6081,yebis,6135,light bloom,6152,competitive co-op,6165,phong shading,6239,depth of field,6363,havok physics,6478,shirt,6482,skirt,6619,invisibility,6631,dress,6716,dual wielding,7044,sweeping vista,,,,,,,,,7074,hair physics,7155,sock,7286,musicians,7321,gang leader,7358,ambient occlusion,7372,limited flight capability,7387,games on which anime are based,7574,gun smoke,7666,high jump,7697,super jump,8959,strafe-jumping,9073,short jacket,9080,dodge jump,9317,the yakuza,9354,punks,9775,long jump,9825,rocket jump,9826,gunner,9827,sonic blast,9828,orochi engine,9829,fancy dress uniform,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14524,1,52,StarCraft,589,starcraft,,,1,Single player,,,,,11,Real Time Strategy (RTS),15,Strategy,132,stealth,182,character customization,1293,achievements,2911,upgrades,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Starcraft II: Nova Covert Ops,6,PC (Microsoft Windows),14,Mac,,,,,,,,,,,,,,,72.16103851644709,12,8773,Homeworld: Remastered Collection,11666,Ashes of the Singularity,16806,Distant Worlds: Universe,17111,Imagine Earth,25311,Star Control: Origins,34269,Forts,68855,Blast Out,78550,Bad North,107218,Desperados III,119171,Baldur's Gate 3,1,Action,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14382,0,,,857,Tom Clancy’s,,,1,Single player,,,,,11,Real Time Strategy (RTS),13,Simulator,214,politics,1148,simulation,1219,espionage,1471,real-time strategy,1538,based on a book,4331,games based on literature,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Cardinal of the Kremlin,16,Amiga,,,,,,,,,,,,,,,,,,,8773,Homeworld: Remastered Collection,9789,RimWorld,11666,Ashes of the Singularity,18623,Villagers,25311,Star Control: Origins,26145,Impact Winter,31515,Another Brick in the Mall,78550,Bad North,79134,Ancient Cities,103232,Super Seducer 2,20,Thriller,,,15,Strategy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,Adventure,33,Arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19468,8,65,Castlevania,895,Castlevania,,,1,Single player,,,,,8,Platform,31,Adventure,129,blood,163,side scroller,211,vampire,296,fantasy,301,health,558,death,623,horse,669,frog,1027,adventure,1059,side-scrolling,1120,horror,1289,backtracking,1716,wolf,2415,bats,3143,maid,3831,explosion,4161,jump,4163,sprite,4169,male protagonists,4267,clowns,4372,psone classics,4407,skeletons,4486,werewolves,4684,eagle,4693,panthers,4726,playstation plus,4755,crown,4833,staircase,4866,slashing weapons,4918,real-time combat,4958,game over,5095,knight,5175,female antagonists,5177,living toys,5178,doll,Castlevania Chronicles,7,PlayStation,9,PlayStation 3,38,PlayStation Portable,,,,,,,,,,,,,79.82997256052491,22,1114,Castlevania,1127,Castlevania: Bloodlines,1128,Castlevania: Symphony of the Night,1132,Castlevania: Circle of the Moon,1134,Castlevania: Aria of Sorrow,1137,Castlevania: Curse of Darkness,3222,Chasm,10760,Bloodstained: Ritual of the Night,24426,Forgotton Anne,56033,Dream Alone,1,Action,19,Horror,,,5328,playstation tv support,5421,mirror,5436,cheat code,5437,konami code,5587,villain,5678,gargoyles,5852,merfolk,6777,living eyeball,7084,roast chicken,7406,cross,7533,dryads,8882,holy water,9130,dithering,9657,mudmen,9658,vampire killer,10069,homunculus,,,,,,,,,11300,belmont clan,11303,fleaman,12992,medusa head,28887,vampire killer whip,28888,simon belmont,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13146,1,2645,The Sims 4,979,The Sims,,,1,Single player,,,,,12,Role-playing (RPG),13,Simulator,43,life simulation,101,casual,182,character customization,1387,cute,1403,building,1511,funny,2084,relaxing,2424,realistic,2760,family friendly,3560,cartoony,5789,realism,9003,immersive sim,17092,immersive,18854,game pack,23657,lgbtq,23856,lgbtq+,29057,ts4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Sims 4: Spa Day,6,PC (Microsoft Windows),14,Mac,48,PlayStation 4,49,Xbox One,167,PlayStation 5,169,Xbox Series X|S,,,,,,,69.7856740740248,9,3212,The Sims 4,9243,Life is Feudal: Your Own,19164,Borderlands 3,26574,Force of Nature,38967,Cooking Simulator,47823,Citadel: Forged With Fire,96217,Eternity: The Last Unicorn,105011,Dude Simulator 2,106987,Torchlight III,115653,Pokémon Shield,17,Fantasy,27,Comedy,31,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Sandbox,,,,,44,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14529,11,1872,Dragon's Lair,2398,Dragon's Lair,,,1,Single player,2,Multiplayer,,,8,Platform,31,Adventure,2800,adventure game,21751,dragon's lair,21752,dragon's lair game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Dragon's Lair,18,Nintendo Entertainment System,99,Family Computer,,,,,,,,,,,,,,,48.5208076254481,13,28070,Planet Alpha,29032,Pepper Grinder,68582,Dark Devotion,79134,Ancient Cities,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,106987,Torchlight III,110503,Degrees of Separation,113360,Hytale,115653,Pokémon Shield,17,Fantasy,22,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15529,1,68,Batman: Arkham,5,Batman,,,1,Single player,,,,,25,Hack and slash/Beat 'em up,31,Adventure,483,dark knight,541,dlc,2777,batman,4869,downloadable content,25969,become the batman,25973,selena kyle,25974,catwoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batman: Arkham Knight - Catwoman's Revenge,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,,,,,,,,,,,,,41.27243080583361,10,19565,Marvel's Spider-Man,55984,Blacksad: Under the Skin,76253,Devil May Cry 5,76882,Sekiro: Shadows Die Twice,103168,Warhammer: Chaosbane,103266,Twin Mirror,105049,Remnant: From the Ashes,107614,Hello Neighbor: Hide and Seek,111130,Apsulov: End of Gods,115283,Astral Chain,1,Action,20,Thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Stealth,,,,,31,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15526,13,68,Batman: Arkham,5,Batman,,,1,Single player,,,,,25,Hack and slash/Beat 'em up,31,Adventure,471,dc comics,483,dark knight,2391,based on a comic,2777,batman,24276,nightwing,24277,robin,25920,dc,25969,become the batman,25974,catwoman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Batman: Arkham Knight - Crime Fighter Challenge Pack 2,6,PC (Microsoft Windows),48,PlayStation 4,49,Xbox One,,,,,,,,,,,,,,,19565,Marvel's Spider-Man,55984,Blacksad: Under the Skin,76253,Devil May Cry 5,76882,Sekiro: Shadows Die Twice,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,103266,Twin Mirror,105049,Remnant: From the Ashes,107614,Hello Neighbor: Hide and Seek,115283,Astral Chain,1,Action,20,Thriller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,Stealth,,,,,31,Drama,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13143,2,2645,The Sims 4,979,The Sims,,,1,Single player,,,,,12,Role-playing (RPG),13,Simulator,43,life simulation,101,casual,182,character customization,1387,cute,1403,building,1511,funny,1537,expansion,2084,relaxing,2424,realistic,2760,family friendly,3560,cartoony,5789,realism,9003,immersive sim,17092,immersive,23657,lgbtq,23856,lgbtq+,29057,ts4,29058,expansion pack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Sims 4: Get to Work,6,PC (Microsoft Windows),14,Mac,48,PlayStation 4,49,Xbox One,167,PlayStation 5,169,Xbox Series X|S,,,,,,,78.1529722404892,13,3212,The Sims 4,9243,Life is Feudal: Your Own,19164,Borderlands 3,26574,Force of Nature,38967,Cooking Simulator,47823,Citadel: Forged With Fire,96217,Eternity: The Last Unicorn,105011,Dude Simulator 2,106987,Torchlight III,115653,Pokémon Shield,17,Fantasy,27,Comedy,31,Adventure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,Sandbox,,,,,44,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
