id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,genres/0/id,genres/0/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,name,platforms/0/id,platforms/0/name,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,themes/1/id,themes/1/name,game_modes/1/id,game_modes/1/name,game_modes/2/id,game_modes/2/name,themes/2/id,themes/2/name,themes/3/id,themes/3/name,themes/4/id,themes/4/name,genres/1/id,genres/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,platforms/1/id,platforms/1/name,genres/2/id,genres/2/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,rating,rating_count,franchises/1/id,franchises/1/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,genres/3/id,genres/3/name,genres/4/id,genres/4/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,game_modes/3/id,game_modes/3/name,game_modes/4/id,game_modes/4/name,themes/5/id,themes/5/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,genres/5/id,genres/5/name,genres/6/id,genres/6/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,genres/7/id,genres/7/name,themes/6/id,themes/6/name,platforms/8/id,platforms/8/name,platforms/9/id,platforms/9/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name
181940,10,7469,Soletrando,3179,Soletrando,1,Single player,26,Quiz/Trivia,997,based on a tv show,1643,brazil,Soletrando: Nova Ortografia,6,PC (Microsoft Windows),28472,Jeopardy!,122333,Show do Milhão Volume 2,122362,Show do Milhão Volume 3,135500,Show do Milhão Júnior,139936,Who Wants to Be a Millionaire,178304,Wordfish,181575,Soletrando,215783,Questions pour un Champion: Edition spéciale 20 ans,222050,Show do Milhão Volume 5,222874,Jogo do Banquinho do Raul Gil,34,Educational,,,,,,,,,,,,,,,1899,spelling,31209,supported language - portuguese,31337,spelling bee,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145750,5,,,29,Resident Evil,1,Single player,5,Shooter,1035,total conversion,,,Resident Evil Code Name Hunk,6,PC (Microsoft Windows),520,F.E.A.R. 2: Project Origin,25646,Don't Knock Twice,32902,GentleMoon 2,43367,Rico,76263,Contraband Police,95340,PUBG Mobile,105049,Remnant: From the Ashes,106805,Call of Duty: Mobile,111130,Apsulov: End of Gods,119177,Call of Duty: Modern Warfare,1,Action,19,Horror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146042,0,6931,Zero Hour,2628,Zero Hour,1,Single player,5,Shooter,250,3d,427,police,Zero Hour,6,PC (Microsoft Windows),8422,Breach & Clear,17379,Miscreated,18088,Insurgency: Sandstorm,19164,Borderlands 3,19549,Day of Infamy,38030,Phantomers Insurreccion,58075,Girls' Frontline,68287,Left Alive,78550,Bad North,118218,Tom Clancy's Ghost Recon: Breakpoint,1,Action,23,Stealth,2,Multiplayer,3,Co-operative,39,Warfare,,,,,13,Simulator,433,swat,466,fps,503,pc,546,pvp,563,military,904,co-op,1025,shooter,,,15,Strategy,,,,,,,,,,,,,,,,,1028,simulator,1332,pve,1333,online,2424,realistic,3449,early access game,3535,tactical,4330,first-person perspective,7419,close quarters combat,17092,immersive,18797,team based shooter,28257,cqb,,,24,Tactical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183610,0,,,3159,Smilingüido,1,Single player,8,Platform,328,ants,924,christian,Smilinguido: Desafio na Floresta,6,PC (Microsoft Windows),28070,Planet Alpha,39758,Hypercharge: Unboxed,55238,JumpGuy,89074,PAW Patrol: On A Roll!,89132,Little Things Forever,110414,Rosso Rabbit in Trouble,138627,Aldo's Assault,139085,Die Biene Maja: Süßes Gold,166520,Red Ball 2,228642,Red Ball 5,35,Kids,,,,,,,,,,,,,,,1102,religion,5416,christian themes,9711,religious themes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143328,0,6754,Agent P,1,Star Wars,1,Single player,31,Adventure,217,cartoon,,,Agent P: Rebel Spy,82,Web browser,25311,Star Control: Origins,28070,Planet Alpha,55038,Immortal: Unchained,86477,The Surge 2,103301,Wolfenstein: Youngblood,105049,Remnant: From the Ashes,105269,Gene Rain,106992,A Fisherman's Tale,111187,Eve: Echoes,115283,Astral Chain,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357,Phineas & Ferb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179959,6,7420,Bakushou Mondai,2781,Bakushou Mondai,1,Single player,26,Quiz/Trivia,23849,satellaview,25264,broadcast,Bakushou Mondai no Totsugeki Star Pirates: Dai-4-kai,306,Satellaview,19164,Borderlands 3,112889,Quiz Show,119412,The Longest Game Ever 2,144785,You Don't Know Jack,175630,Family Feud,179215,Bakushou Mondai no Silicon Chounaikai,179218,Bakushou Mondai no Houkago no Ou-sama,210808,Quiz Gakumon no Susume,230271,Miburi and Teburi,233650,Brain Tester: Mind trick quiz,27,Comedy,,,,,,,,,,,,,,,25478,soundlink,31076,satellaview soundlink support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168161,1,1146,Naruto: Ultimate Ninja,1382,Boruto: Next Naruto Generations,1,Single player,4,Fighting,164,ninja,1767,road,Naruto Shippuden: Ultimate Ninja Storm 4 - Road to Boruto Next Generations,6,PC (Microsoft Windows),25311,Star Control: Origins,55199,Dragon: Marked for Death,80916,Omensight,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,101608,Anima: Gate of Memories - The Nameless Chronicles,103303,The Elder Scrolls: Blades,105049,Remnant: From the Ashes,105269,Gene Rain,106987,Torchlight III,1,Action,,,2,Multiplayer,,,,,,,,,12,Role-playing (RPG),2261,naruto,17806,storm,18941,"ultimate,",28279,boruto,33751,sarada,33752,sasuke,,,48,PlayStation 4,31,Adventure,49,Xbox One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172019,11,242,Donkey Kong,763,Donkey Kong,1,Single player,8,Platform,2555,mario,2646,donkey kong,Donkey Kong,27,MSX,25901,My Friend Pedro,43367,Rico,51485,Super Fancy Pants Adventure,55042,Blazing Chrome,56033,Dream Alone,81183,Never Give Up,87728,Pigeon Pop,110503,Degrees of Separation,112078,Sky Gamblers: Storm Raiders 2,117311,Whipseey and the Lost Atlas,1,Action,,,,,,,,,,,,,33,Arcade,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,845,Mario,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150594,0,11,Dune,136,Frank Herbert's Dune,1,Single player,5,Shooter,56,flight simulator,1278,literary adaptation,Dune: Ornithopter Assault,24,Game Boy Advance,25311,Star Control: Origins,55038,Immortal: Unchained,68286,Earth Defense Force: Iron Rain,76263,Contraband Police,103301,Wolfenstein: Youngblood,103329,Control,105049,Remnant: From the Ashes,105269,Gene Rain,107318,Rebel Galaxy Outlaw,113362,PlanetSide Arena,1,Action,18,Science fiction,,,,,,,,,,,13,Simulator,1970,escort missions,4330,first-person perspective,6325,book adaptation,17510,science fiction,19165,flight sim,23861,cancelled games,28886,dune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153551,5,,,23,Alien,1,Single player,5,Shooter,1035,total conversion,26496,gameplay mod,Aliens: Eradication,6,PC (Microsoft Windows),520,F.E.A.R. 2: Project Origin,68287,Left Alive,76263,Contraband Police,89562,The Blackout Club,95340,PUBG Mobile,105049,Remnant: From the Ashes,106805,Call of Duty: Mobile,109550,Silver Chains,111130,Apsulov: End of Gods,119177,Call of Duty: Modern Warfare,1,Action,19,Horror,,,,,21,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146155,0,,,161,Risk,1,Single player,15,Strategy,359,world domination,1361,board game,RISK: The Game of Global Domination,130,Nintendo Switch,7615,Might & Magic Heroes VII,9472,Sorcerer King,13196,Tears of Avia,13660,StarDrive 2,17613,Sovereignty: Crown of Kings,28182,Reverse Crawl,31480,Command Ops 2,32510,Cthulhu Realms,34024,Soldiers: Arena,36258,Order of Battle: World War II,39,Warfare,,,2,Multiplayer,,,,,,,,,16,Turn-based strategy (TBS),3782,strategy,4248,tactical turn-based combat,,,,,,,,,,,,,35,Card & Board Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153552,5,,,23,Alien,1,Single player,5,Shooter,1035,total conversion,26612,cacowards,Aliens TC,13,DOS,520,F.E.A.R. 2: Project Origin,68287,Left Alive,76263,Contraband Police,89562,The Blackout Club,95340,PUBG Mobile,105049,Remnant: From the Ashes,106805,Call of Duty: Mobile,109550,Silver Chains,111130,Apsulov: End of Gods,119177,Call of Duty: Modern Warfare,1,Action,19,Horror,,,,,21,Survival,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145331,5,,,866,Neon Genesis Evangelion,1,Single player,5,Shooter,1035,total conversion,1448,mecha,Neon Genesis: EVADOOM,6,PC (Microsoft Windows),19164,Borderlands 3,32902,GentleMoon 2,43367,Rico,76263,Contraband Police,95340,PUBG Mobile,103292,Gears 5,105049,Remnant: From the Ashes,105269,Gene Rain,106805,Call of Duty: Mobile,119177,Call of Duty: Modern Warfare,1,Action,,,,,,,,,,,,,,,3126,based on an anime,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150203,11,1777,Asteroids,1951,Atari,1,Single player,33,Arcade,939,remake,1039,port,Asteroids,22,Game Boy Color,25905,Winds of Revenge,55042,Blazing Chrome,89550,Zoids Wild: Blast Unleashed,90788,Munchkin Match,90965,Donut Drop With Molly & Friends,111187,Eve: Echoes,164295,Orb Heroes,229625,Alien Makeout Simulator,229795,Zero Gravity,229811,Solarian II,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178279,0,2249,Monopoly,217,Monopoly,1,Single player,13,Simulator,114,arena,3701,monopoly,Monopoly Madness,6,PC (Microsoft Windows),25311,Star Control: Origins,26574,Force of Nature,29173,Startup Company,35994,Survivalist,36553,Medieval Kingdom Wars,55888,Computer Tycoon,65827,Bronze Age,79134,Ancient Cities,107218,Desperados III,117717,Planet Zoo,1,Action,28,Business,2,Multiplayer,,,40,Party,,,,,15,Strategy,,,,,,,,,,,,,,,48,PlayStation 4,35,Card & Board Game,49,Xbox One,130,Nintendo Switch,170,Google Stadia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168771,13,739,Lego Lord of the Rings,51,LEGO,1,Single player,31,Adventure,36048,character pack,,,LEGO The Hobbit: Side Quest Character Pack,6,PC (Microsoft Windows),76253,Devil May Cry 5,81249,The Elder Scrolls VI,87622,Garena Free Fire,96217,Eternity: The Last Unicorn,105049,Remnant: From the Ashes,106987,Torchlight III,111130,Apsulov: End of Gods,113360,Hytale,115280,Oninaki,115283,Astral Chain,1,Action,,,3,Co-operative,,,,,,,,,,,,,,,,,,,,,,,,,14,Mac,,,48,PlayStation 4,49,Xbox One,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149052,1,,,508,Games Workshop,1,Single player,12,Role-playing (RPG),3114,ccg,,,Talisman: Digital Edition - Jester,6,PC (Microsoft Windows),13196,Tears of Avia,19404,Eador: Imperium,25311,Star Control: Origins,93694,Iratus: Lord of the Dead,96217,Eternity: The Last Unicorn,102420,Dicey Dungeons,106987,Torchlight III,109339,CHANGE: A Homeless Survival Experience,113402,Dungeon Of Dragon Knight,116992,Trials of Fire,17,Fantasy,,,2,Multiplayer,3,Co-operative,,,,,,,15,Strategy,,,,,,,,,,,,,,,14,Mac,32,Indie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,Card & Board Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143334,0,,,2446,Dumivid Games,1,Single player,9,Puzzle,78,anime,117,indie,U27RA R3Z0NANC3,6,PC (Microsoft Windows),11367,Anna's Quest,20329,Figment,20342,Toby: The Secret Mine,24426,Forgotton Anne,25222,Rusty Lake: Roots,26223,Quern - Undying Thoughts,54678,Rusty Lake Paradise,55173,Semblance,55190,Pikuniku,56033,Dream Alone,27,Comedy,,,,,,,,,,,,,32,Indie,288,2d,442,hard,570,cats,1043,hardcore,1387,cute,1429,minimalist,1511,funny,,,,,,,,,,,,,,,,,,,,,2875,puzzle,3138,colorful,17177,sokoban,23461,top down view,27314,edgy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144146,0,,,1122,None,2,Multiplayer,15,Strategy,18456,strategy game,25688,collecting card game,Castlehold,6,PC (Microsoft Windows),6985,Three Kingdoms: Fate of the Dragon,9760,Commandos 5,13196,Tears of Avia,19404,Eador: Imperium,34024,Soldiers: Arena,56967,Game of Thrones: Conquest,77498,DanMachi: Cross Istoria,113201,Rise of Kingdoms,119156,Pokémon Masters,119188,Auto Chess,17,Fantasy,39,Warfare,,,,,,,,,,,35,Card & Board Game,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145007,11,83,Resident Evil,29,Resident Evil,1,Single player,5,Shooter,5,zombies,966,puzzles,Resident Evil: Director's Cut Dual Shock Ver.,7,PlayStation,13210,How to Survive 2,19561,Days Gone,26192,The Last of Us Part II,44076,Last Day on Earth: Survival,102584,Dying Light 2: Stay Human,105049,Remnant: From the Ashes,109550,Silver Chains,111130,Apsulov: End of Gods,115304,Five Nights at Freddy's: Help Wanted,120201,Tonight It Follows,19,Horror,21,Survival,,,,,,,,,,,31,Adventure,1836,survival horror,2489,inventory management,3051,biohazard,7395,zombie dogs,,,,,,,9,PlayStation 3,,,38,PlayStation Portable,46,PlayStation Vita,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
