id,category,collection/id,collection/name,franchises/0/id,franchises/0/name,game_modes/0/id,game_modes/0/name,genres/0/id,genres/0/name,keywords/0/id,keywords/0/name,keywords/1/id,keywords/1/name,name,platforms/0/id,platforms/0/name,similar_games/0/id,similar_games/0/name,similar_games/1/id,similar_games/1/name,similar_games/2/id,similar_games/2/name,similar_games/3/id,similar_games/3/name,similar_games/4/id,similar_games/4/name,similar_games/5/id,similar_games/5/name,similar_games/6/id,similar_games/6/name,similar_games/7/id,similar_games/7/name,similar_games/8/id,similar_games/8/name,similar_games/9/id,similar_games/9/name,themes/0/id,themes/0/name,themes/1/id,themes/1/name,game_modes/1/id,game_modes/1/name,game_modes/2/id,game_modes/2/name,themes/2/id,themes/2/name,themes/3/id,themes/3/name,themes/4/id,themes/4/name,genres/1/id,genres/1/name,keywords/2/id,keywords/2/name,keywords/3/id,keywords/3/name,keywords/4/id,keywords/4/name,keywords/5/id,keywords/5/name,keywords/6/id,keywords/6/name,keywords/7/id,keywords/7/name,keywords/8/id,keywords/8/name,platforms/1/id,platforms/1/name,genres/2/id,genres/2/name,platforms/2/id,platforms/2/name,platforms/3/id,platforms/3/name,platforms/4/id,platforms/4/name,platforms/5/id,platforms/5/name,platforms/6/id,platforms/6/name,platforms/7/id,platforms/7/name,rating,rating_count,franchises/1/id,franchises/1/name,keywords/9/id,keywords/9/name,keywords/10/id,keywords/10/name,keywords/11/id,keywords/11/name,keywords/12/id,keywords/12/name,keywords/13/id,keywords/13/name,keywords/14/id,keywords/14/name,keywords/15/id,keywords/15/name,keywords/16/id,keywords/16/name,keywords/17/id,keywords/17/name,keywords/18/id,keywords/18/name,keywords/19/id,keywords/19/name,keywords/20/id,keywords/20/name,genres/3/id,genres/3/name,genres/4/id,genres/4/name,keywords/21/id,keywords/21/name,keywords/22/id,keywords/22/name,keywords/23/id,keywords/23/name,keywords/24/id,keywords/24/name,keywords/25/id,keywords/25/name,keywords/26/id,keywords/26/name,keywords/27/id,keywords/27/name,keywords/28/id,keywords/28/name,keywords/29/id,keywords/29/name,keywords/30/id,keywords/30/name,keywords/31/id,keywords/31/name,keywords/32/id,keywords/32/name,keywords/33/id,keywords/33/name,keywords/34/id,keywords/34/name,keywords/35/id,keywords/35/name,keywords/36/id,keywords/36/name,keywords/37/id,keywords/37/name,keywords/38/id,keywords/38/name,keywords/39/id,keywords/39/name,keywords/40/id,keywords/40/name,keywords/41/id,keywords/41/name,keywords/42/id,keywords/42/name,keywords/43/id,keywords/43/name,keywords/44/id,keywords/44/name,keywords/45/id,keywords/45/name,keywords/46/id,keywords/46/name,keywords/47/id,keywords/47/name,keywords/48/id,keywords/48/name,keywords/49/id,keywords/49/name,keywords/50/id,keywords/50/name,keywords/51/id,keywords/51/name,keywords/52/id,keywords/52/name,keywords/53/id,keywords/53/name,keywords/54/id,keywords/54/name,keywords/55/id,keywords/55/name,game_modes/3/id,game_modes/3/name,game_modes/4/id,game_modes/4/name,themes/5/id,themes/5/name,keywords/56/id,keywords/56/name,keywords/57/id,keywords/57/name,keywords/58/id,keywords/58/name,keywords/59/id,keywords/59/name,keywords/60/id,keywords/60/name,keywords/61/id,keywords/61/name,keywords/62/id,keywords/62/name,keywords/63/id,keywords/63/name,keywords/64/id,keywords/64/name,keywords/65/id,keywords/65/name,keywords/66/id,keywords/66/name,keywords/67/id,keywords/67/name,keywords/68/id,keywords/68/name,keywords/69/id,keywords/69/name,keywords/70/id,keywords/70/name,keywords/71/id,keywords/71/name,keywords/72/id,keywords/72/name,keywords/73/id,keywords/73/name,keywords/74/id,keywords/74/name,keywords/75/id,keywords/75/name,keywords/76/id,keywords/76/name,keywords/77/id,keywords/77/name,keywords/78/id,keywords/78/name,keywords/79/id,keywords/79/name,keywords/80/id,keywords/80/name,keywords/81/id,keywords/81/name,keywords/82/id,keywords/82/name,keywords/83/id,keywords/83/name,keywords/84/id,keywords/84/name,keywords/85/id,keywords/85/name,keywords/86/id,keywords/86/name,keywords/87/id,keywords/87/name,keywords/88/id,keywords/88/name,keywords/89/id,keywords/89/name,keywords/90/id,keywords/90/name,keywords/91/id,keywords/91/name,keywords/92/id,keywords/92/name,keywords/93/id,keywords/93/name,keywords/94/id,keywords/94/name,keywords/95/id,keywords/95/name,keywords/96/id,keywords/96/name,keywords/97/id,keywords/97/name,keywords/98/id,keywords/98/name,keywords/99/id,keywords/99/name,keywords/100/id,keywords/100/name,keywords/101/id,keywords/101/name,keywords/102/id,keywords/102/name,keywords/103/id,keywords/103/name,keywords/104/id,keywords/104/name,genres/5/id,genres/5/name,genres/6/id,genres/6/name,franchises/2/id,franchises/2/name,franchises/3/id,franchises/3/name,genres/7/id,genres/7/name,themes/6/id,themes/6/name,platforms/8/id,platforms/8/name,platforms/9/id,platforms/9/name,keywords/105/id,keywords/105/name,keywords/106/id,keywords/106/name,keywords/107/id,keywords/107/name,keywords/108/id,keywords/108/name,keywords/109/id,keywords/109/name,keywords/110/id,keywords/110/name,keywords/111/id,keywords/111/name,keywords/112/id,keywords/112/name,keywords/113/id,keywords/113/name,keywords/114/id,keywords/114/name,keywords/115/id,keywords/115/name,keywords/116/id,keywords/116/name,keywords/117/id,keywords/117/name,keywords/118/id,keywords/118/name
146339,0,269,Tales,942,Tales of,1,Single player,12,Role-playing (RPG),78,anime,521,jrpg,Tales of Arise: Premium Edition,48,PlayStation 4,28010,God Eater 3,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,101608,Anima: Gate of Memories - The Nameless Chronicles,103168,Warhammer: Chaosbane,103303,The Elder Scrolls: Blades,105049,Remnant: From the Ashes,106987,Torchlight III,115280,Oninaki,1,Action,17,Fantasy,,,,,,,,,,,31,Adventure,,,,,,,,,,,,,,,167,PlayStation 5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159235,0,3603,SD Gundam,2124,SD Gundam,1,Single player,5,Shooter,167,mech,415,turn-based,SD Gundam G-Century S,32,Sega Saturn,13196,Tears of Avia,13660,StarDrive 2,36258,Order of Battle: World War II,44779,SD Gundam G Generation Zero,58538,SD Gundam G Generation: Cross Drive,66588,SD Gundam G Generation,68286,Earth Defense Force: Iron Rain,102057,Age of Wonders: Planetfall,103329,Control,159236,SD Gundam G-Century,18,Science fiction,,,,,,,,,,,,,15,Strategy,1025,shooter,1448,mecha,1548,turn-based tactics,3028,tactics,3535,tactical,3539,mechs,3810,horizontal shooter,,,16,Turn-based strategy (TBS),,,,,,,,,,,,,,,,,4378,super deformation,10935,chibi,25367,mechas,26118,side view shooter,,,,,,,,,,,,,,,,,24,Tactical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151637,6,6288,SatellaWalker,2393,BS-X,1,Single player,12,Role-playing (RPG),4134,digital distribution,23849,satellaview,SatellaWalker 2: Bottom de Battle,306,Satellaview,28472,Jeopardy!,67026,Satella-Q,119412,The Longest Game Ever 2,134433,BS Parlor! Parlor!,134496,Bakushou Mondai no Totsugeki Star Pirates,150589,Pico-pico Pirates,151857,Ken-chan to Chie Asobi,151859,Yocchan to Chie Asobi,151898,DoReMi-ya no Original Sound Witch: Blue Sound Witch,179215,Bakushou Mondai no Silicon Chounaikai,27,Comedy,43,Mystery,,,,,,,,,,,31,Adventure,25264,broadcast,25478,soundlink,31076,satellaview soundlink support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161751,1,8042,Mystery Gensokyo 3rd,3817,Mystery Gensokyo,1,Single player,12,Role-playing (RPG),227,sword,258,dungeon,Touhou Genso Wanderer Reloaded: Satori Komeiji,6,PC (Microsoft Windows),12517,Undertale,14394,Battle Brothers,18182,Momodora: Reverie Under the Moonlight,88086,GensoYonbaiKen 2,105447,Touhou Luna Nights,119277,Genshin Impact,192471,"Help Me Remember, Satori-sama!",207037,Motto!? Atai no Gensoukyou,207038,Motto!? Atai no Gensoukyou alpha,207082,Sanae no Gensoukyou,1,Action,17,Fantasy,,,,,,,,,,,31,Adventure,396,japanese,415,turn-based,416,roguelike,436,text,1181,fairy,1476,shop,1567,japan,48,PlayStation 4,32,Indie,,,,,,,,,,,,,,,,,2017,memory,2154,shield,2564,youkai,2684,girl,2873,attack,3347,touhou,3382,money,3925,level,4074,battle,4329,cat,4353,human,4428,bed,,,,,4846,heart,5007,torii,5375,map,5647,eye,6482,skirt,6871,tanuki,7677,ribbon,8929,shrine maiden,9139,sake,10968,dark spark,15337,weapon,17598,doujin,17655,touhou project,18194,gensokyo,19540,mountain,19929,talking,23177,reimu hakurei,23699,sister,24875,conversation,30337,nuclear,33313,touhou fan game,33448,voice,33788,satori komeiji,33789,koishi komeiji,33810,utsuho reiuji,33908,rin kaenbyou,34095,lily white,34101,satori,34124,hakurei shrine,34168,mamizou futatsuiwa,34263,okuu,34264,orin,34271,room,34278,yin-yang ball,34385,chireiden,,,,,,,34406,third eye,34415,gauge,34428,youkai girl,34476,little sister,34543,youkai cat,34545,youkai tanuki,34592,palace of the earth spirits,34609,level up,34701,equipment,34775,doujin game,34776,miko,34973,great sprit tree,35041,fantasy seal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170947,11,7313,Classic NES Series,820,Gundam,1,Single player,33,Arcade,14195,classic nes series,18700,gundam,Famicom Mini: Kidou Senshi Z Gundam: Hot Scramble,24,Game Boy Advance,25905,Winds of Revenge,55042,Blazing Chrome,89550,Zoids Wild: Blast Unleashed,90788,Munchkin Match,90965,Donut Drop With Molly & Friends,111187,Eve: Echoes,164295,Orb Heroes,229625,Alien Makeout Simulator,229795,Zero Gravity,229811,Solarian II,18,Science fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166068,1,2406,Destiny,960,Destiny,1,Single player,5,Shooter,541,dlc,3097,dlc content,Destiny 2: Bungie 30th Anniversary Pack,6,PC (Microsoft Windows),52189,Grand Theft Auto VI,55038,Immortal: Unchained,75242,Blood & Truth,76877,Russia.2028,96217,Eternity: The Last Unicorn,103292,Gears 5,103301,Wolfenstein: Youngblood,105049,Remnant: From the Ashes,105269,Gene Rain,111130,Apsulov: End of Gods,1,Action,,,2,Multiplayer,3,Co-operative,,,,,,,31,Adventure,4869,downloadable content,27936,anniversary,,,,,,,,,,,48,PlayStation 4,,,49,Xbox One,167,PlayStation 5,169,Xbox Series X|S,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145363,11,7653,Downtown Nekketsu,3390,Kunio-kun,1,Single player,12,Role-playing (RPG),1039,port,25265,japan only,Downtown Nekketsu Monogatari,150,Turbografx-16/PC Engine CD,19164,Borderlands 3,54775,Shadows: Awakening,80916,Omensight,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,103168,Warhammer: Chaosbane,105049,Remnant: From the Ashes,106987,Torchlight III,113109,Marvel Ultimate Alliance 3: The Black Order,119244,Darksiders Genesis,1,Action,27,Comedy,3,Co-operative,,,,,,,,,25,Hack and slash/Beat 'em up,25383,voice only parts,26294,soundtrack,26415,ost,27910,audio dialogue,27914,voice lines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152354,0,453,Mario Party,845,Mario,2,Multiplayer,35,Card & Board Game,938,party,1024,party game,Mario Party Superstars,130,Nintendo Switch,1070,Super Mario World,2329,Mario Party 3,2336,Mario Party 9,9621,Super Smash Bros. for Nintendo 3DS,28113,Use Your Words,28213,The Jackbox Party Pack 4,81145,Mario Tennis Aces,88938,Exploding Kittens,90101,Super Smash Bros. Ultimate,115276,Super Mario Maker 2,40,Party,,,,,,,,,,,,,,,1361,board game,1473,multiplayer,2165,yoshi,2555,mario,4328,minigame collection,9116,toad,23983,wario,,,,,,,,,,,,,,,,,80.0011640239059,15,,,25315,luigi,25593,waluigi,27691,minigame,27721,bowser,29426,toad (mario),29427,peach (mario),29440,donkey kong (character),29566,waluigi as a playable character,29630,princess peach as a playable character,29634,birdo (mario),30015,yoshi (mario character),30021,bowser (mario character),,,,,30042,wario as a playable character,30329,mario party,31164,supported language - japanese,31170,supported language - english,31209,supported language - portuguese,31448,rosalina - mario character,31812,birdo as a playable character,31813,daisy - mario character,31814,daisy as a playable character,31815,rosalina as a playable character,32463,e3 2021,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179897,6,4754,Shiren the Wanderer,1287,Mystery Dungeon,1,Single player,12,Role-playing (RPG),23849,satellaview,25264,broadcast,BS Fuurai no Shiren: Surara wo Sukue - Dai-1-shuu,306,Satellaview,28010,God Eater 3,37382,Pokémon Sword,55199,Dragon: Marked for Death,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,101608,Anima: Gate of Memories - The Nameless Chronicles,103303,The Elder Scrolls: Blades,106987,Torchlight III,115653,Pokémon Shield,17,Fantasy,,,,,,,,,,,,,31,Adventure,25478,soundlink,31076,satellaview soundlink support,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141995,0,,,2366,Helltaker,1,Single player,34,Visual Novel,24697,dating simulation,,,The Second Circle: A Helltaker fan game,6,PC (Microsoft Windows),9655,HuniePop,16309,A Life in Silk: The First Cumming,19075,Seduce Me the Otome,26007,Traveling Stars,62430,Tsuyokiss 3gakki,78389,Sexy Adventures on Porn Island,154651,Kinkoi: Golden Loveriche,184984,Kusoge,191872,Gakuen Hyoryuu Senki,212712,My Girlfriend is a Mermaid!?,27,Comedy,42,Erotic,,,,,44,Romance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144565,4,3712,Tsukihime,2250,Tsukihime,1,Single player,34,Visual Novel,211,vampire,413,parody,Tsukihime Plus-Disc,6,PC (Microsoft Windows),236,Myst,5867,Jade Empire,15830,Saya no Uta,17548,Savage Lands,26845,Fire Emblem: Three Houses,27092,GreedFall,34052,CLANNAD Side Stories,55984,Blacksad: Under the Skin,114150,Date A Live: Ren Dystopia,116530,Vampire: The Masquerade - Bloodlines 2,17,Fantasy,43,Mystery,,,,,,,,,,,,,962,female protagonist,1186,multiple protagonists,1313,multiple endings,1438,murder mystery,1590,kinetic novel,2828,nvl,3143,maid,,,,,,,,,,,,,,,,,,,,,4560,fan translation,4788,glasses,5531,vampire hunter,6852,superpowers,19632,anthology,24178,adv,24187,other perspectives,24210,student heroine,24211,scenario selection,24246,imouto-type heroine,24279,esp,24921,photographic backgrounds,,,,,25096,protagonist's senpai as a heroine,27433,urban fantasy,31061,no saves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148304,0,7020,Bibi Blocksberg,2744,Bibi Blocksberg,1,Single player,2,Point-and-click,274,minigames,,,Bibi Blocksberg: Der verhexte Liebesbrief,6,PC (Microsoft Windows),19401,Barbie Magic Fairy Tales: Barbie as Rapunzel,68380,Pokémon Playhouse,104497,Sweet Baby Girl Cleanup 6,127974,Batta Batta: Kampen mod Ultra,129777,Batta Batta: Skurkestreger,129781,Sune och Hans Värld: Pussjakten,141497,Abenteuer Stahl,151206,Bibi & Tina: Mikoschs großer Auftritt,159092,Bananas in Pyjamas: It's Party Time,210114,Madeline: European Adventures,35,Kids,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143194,5,,,4,Final Fantasy,1,Single player,12,Role-playing (RPG),1034,mod,1147,fan made,Final Fantasy Ultra,18,Nintendo Entertainment System,13196,Tears of Avia,49414,Oriental Blue,54775,Shadows: Awakening,81249,The Elder Scrolls VI,96217,Eternity: The Last Unicorn,99118,Dragalia Lost,106987,Torchlight III,113636,Rangers of Oblivion,113910,Forged Fantasy,115653,Pokémon Shield,17,Fantasy,,,,,,,,,,,,,,,2004,unofficial,16696,rom hack,23966,romhack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166448,0,8001,Boys Be,3781,Boys Be,1,Single player,34,Visual Novel,23933,male protagonist,24359,modern day,Boys Be 2nd Season,7,PlayStation,11458,The Eden of Grisaia,17906,If My Heart Had Wings,19075,Seduce Me the Otome,64610,Gakuen Heaven: Boy's Love Scramble,109101,Cherry Blossom,166447,Boys Be,202609,For Symphony: With All One's Heart,204392,Full House Kiss 2,205062,Tennis no Ouji-sama: Gakuensai no Ouji-sama,214654,Gakuen Heaven: Okawari!,44,Romance,,,,,,,,,,,,,,,32190,based on manga,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150558,0,,,2783,Girls' Last Tour,1,Single player,13,Simulator,1720,stop motion,2152,high score,Shoujo Shuumatsu Ryokou (Girls' Last Tour) - Book Burning Simulator,3,Linux,21642,Totally Accurate Battle Simulator,28277,The Last Journey,36258,Order of Battle: World War II,37419,Dude Simulator,65827,Bronze Age,79134,Ancient Cities,87029,Pou,101573,Simstory: Live As You Wish,105011,Dude Simulator 2,107217,Automachef,27,Comedy,,,,,,,,,,,,,,,2886,moe,2990,books,4359,polygonal 3d,28880,shoujo shuumatsu ryokou,,,,,,,6,PC (Microsoft Windows),,,14,Mac,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179729,6,240,Super Mario,845,Mario,1,Single player,8,Platform,4134,digital distribution,23849,satellaview,BS Super Mario Collection: Dai-1-shuu,306,Satellaview,19150,Vagante,28070,Planet Alpha,29032,Pepper Grinder,36198,Children of Morta,55173,Semblance,55190,Pikuniku,56033,Dream Alone,75242,Blood & Truth,76110,Cookies vs. Claus,120184,SolSeraph,1,Action,,,,,,,,,,,,,,,25264,broadcast,25265,japan only,25478,soundlink,31076,satellaview soundlink support,31077,satellaview week-based broadcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179736,6,240,Super Mario,845,Mario,1,Single player,8,Platform,4134,digital distribution,23849,satellaview,BS Super Mario Collection: Dai-3-shuu,306,Satellaview,19150,Vagante,28070,Planet Alpha,29032,Pepper Grinder,36198,Children of Morta,55173,Semblance,55190,Pikuniku,56033,Dream Alone,75242,Blood & Truth,76110,Cookies vs. Claus,120184,SolSeraph,1,Action,,,,,,,,,,,,,,,25264,broadcast,25265,japan only,25478,soundlink,31076,satellaview soundlink support,31077,satellaview week-based broadcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145554,5,,,2086,Serious Sam,1,Single player,5,Shooter,1035,total conversion,3384,fan game,Serious Sam: The Retro Encounter,6,PC (Microsoft Windows),32902,GentleMoon 2,43367,Rico,76263,Contraband Police,95340,PUBG Mobile,103292,Gears 5,103302,Wolfenstein: Cyberpilot,105049,Remnant: From the Ashes,105269,Gene Rain,106805,Call of Duty: Mobile,119177,Call of Duty: Modern Warfare,1,Action,,,2,Multiplayer,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179744,6,240,Super Mario,845,Mario,1,Single player,8,Platform,23849,satellaview,25264,broadcast,BS Super Mario Collection: Dai-4-shuu,306,Satellaview,20342,Toby: The Secret Mine,28070,Planet Alpha,29032,Pepper Grinder,55190,Pikuniku,63138,Sexy Hiking,89597,Unbound: Worlds Apart,96452,Big Crown: Showdown,110503,Degrees of Separation,113895,Havocado,120184,SolSeraph,1,Action,,,,,,,,,,,,,,,25265,japan only,25478,soundlink,31076,satellaview soundlink support,31077,satellaview week-based broadcast,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
